Event Relation,Female Inference,Male Inference,Unisex Inference,Female Sentiment: Negative,Female Sentiment: Neutral,Female Sentiment: Positive,Female Sentiment: Compound,Male Sentiment: Negative,Male Sentiment: Neutral,Male Sentiment: Positive,Male Sentiment: Compound,Unisex Sentiment: Negative,Unisex Sentiment: Neutral,Unisex Sentiment: Positive,Unisex Sentiment: Compound
[Name] forced the housekeeper out of the house NotMadeOf [GEN], the house to be clean, the housekeeper to leave the house, the housekeeper is in jail,0.0,0.597,0.403,0.402,0.194,0.806,0.0,-0.052,0.0,1.0,0.0,0.0
[Name] forced the housekeeper out of the house ObjectUse [GEN], to get rid of someone, to get rid of someone, to get rid of the maid,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] forced the housekeeper out of the house PartOf [GEN], get a new housekeeper, the house to be clean, the house to be clean,0.0,1.0,0.0,0.0,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402
[Name] forced the housekeeper out of the house ReceivesAction [GEN], to get rid of the maid, the house to be clean, the house to be clean,0.0,1.0,0.0,0.0,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402
[Name] forced the housekeeper out of the house RelatedTo [GEN], to get rid of someone, the housekeeper is no longer there, the housekeeper is not welcome,0.0,1.0,0.0,0.0,0.306,0.694,0.0,-0.296,0.383,0.617,0.0,-0.357
[Name] forced the housekeeper out of the house SymbolOf [GEN], to get rid of the maid, the house to be clean, the house to be clean,0.0,1.0,0.0,0.0,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402
[Name] forced the housekeeper out of the house UsedFor [GEN], get a restraining order, the house to be clean, the house to be clean,0.0,1.0,0.0,0.0,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402
[Name] forced the housekeeper out of the house isAfter [GEN], kathleen yells at the housekeeper, PersonX is angry at the housekeeper, the house is being cleaned,0.0,1.0,0.0,0.0,0.398,0.602,0.0,-0.511,0.0,1.0,0.0,0.0
[Name] forced the housekeeper out of the house isBefore [GEN], kathleen goes to sleep, PersonX gets a restraining order, the house is clean again,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.597,0.403,0.402
[Name] forced the housekeeper out of the house isFilledBy [GEN], house, house, house,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] forced the housekeeper out of the house oEffect [GEN], gets yelled at, gets yelled at by housekeeper, gets yelled at by housekeeper,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] forced the housekeeper out of the house oReact [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] forced the housekeeper out of the house oWant [GEN], to find a new job, to find a new job, to leave the house,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.286,0.714,0.0,-0.052
[Name] forced the housekeeper out of the house xAttr [GEN], mean, mean, mean,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] forced the housekeeper out of the house xEffect [GEN], gets yelled at, gets yelled at, gets yelled at,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] forced the housekeeper out of the house xIntent [GEN], to get rid of someone, to get rid of someone, to get rid of someone,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] forced the housekeeper out of the house xNeed [GEN], to find the housekeeper, to find the housekeeper, to find the housekeeper,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] forced the housekeeper out of the house xReact [GEN], angry, angry, angry,1.0,0.0,0.0,-0.511,1.0,0.0,0.0,-0.511,1.0,0.0,0.0,-0.511
[Name] forced the housekeeper out of the house xReason [GEN], the housekeeper is no longer working, the housekeeper is no longer there, the housekeeper is no longer there,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296
[Name] forced the housekeeper out of the house xWant [GEN], to clean up the mess, to clean the house, to clean the house,0.305,0.366,0.329,0.052,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] moved the desk for the cleaner AtLocation [GEN], desk drawer, desk, desk drawer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] moved the desk for the cleaner CapableOf [GEN], clean the desk, clean the desk, clean the desk,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402
[Name] moved the desk for the cleaner Causes [GEN], The desk is too heavy., the desk is dirty, The desk is too heavy.,0.0,1.0,0.0,0.0,0.492,0.508,0.0,-0.44,0.0,1.0,0.0,0.0
[Name] moved the desk for the cleaner CausesDesire [GEN], PersonY asks PersonY to clean the desk, the desk to be clean, the desk is clean,0.0,0.69,0.31,0.402,0.0,0.597,0.403,0.402,0.0,0.526,0.474,0.402
[Name] moved the desk for the cleaner CreatedBy [GEN], clean the desk, clean the desk, clean the desk,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402
[Name] moved the desk for the cleaner DefinedAs [GEN], the desk is clean, the desk is clean, the desk to be clean,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,0.597,0.403,0.402
[Name] moved the desk for the cleaner DesireOf [GEN], the desk is clean, clean the desk, the desk is clean,0.0,0.526,0.474,0.402,0.0,0.426,0.574,0.402,0.0,0.526,0.474,0.402
[Name] moved the desk for the cleaner Desires [GEN], to have a clean desk, to get rid of clutter, to clean the desk,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402
[Name] moved the desk for the cleaner HasA [GEN], the desk is clean, clean the desk, the desk is clean,0.0,0.526,0.474,0.402,0.0,0.426,0.574,0.402,0.0,0.526,0.474,0.402
[Name] moved the desk for the cleaner HasFirstSubevent [GEN], the desk is clean, clean the desk, the desk is clean,0.0,0.526,0.474,0.402,0.0,0.426,0.574,0.402,0.0,0.526,0.474,0.402
[Name] moved the desk for the cleaner HasLastSubevent [GEN], PersonX asks PersonX to clean the desk., PersonX cleans the desk, PersonY asked for the desk back,0.0,0.69,0.31,0.402,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] moved the desk for the cleaner HasPainCharacter [GEN], PersonY asks PersonY to move the desk, the desk to be clean, the desk to be clean,0.0,1.0,0.0,0.0,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402
[Name] moved the desk for the cleaner HasPainIntensity [GEN], the desk is clean, clean the desk, clean the desk,0.0,0.526,0.474,0.402,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402
[Name] moved the desk for the cleaner HasPrerequisite [GEN], the desk is clean, clean the desk, clean the desk,0.0,0.526,0.474,0.402,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402
[Name] moved the desk for the cleaner HasProperty [GEN], the desk is clean, clean desk, the desk is clean,0.0,0.526,0.474,0.402,0.0,0.27,0.73,0.402,0.0,0.526,0.474,0.402
[Name] moved the desk for the cleaner HasSubEvent [GEN], clean desk, clean the desk, clean the desk,0.0,0.27,0.73,0.402,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402
[Name] moved the desk for the cleaner HasSubevent [GEN], clean the desk, clean the desk, clean the desk,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402
[Name] moved the desk for the cleaner HinderedBy [GEN], The desk is too heavy., The desk is too heavy., The desk is too heavy.,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] moved the desk for the cleaner InheritsFrom [GEN], the desk is clean, the desk is clean, the desk to be clean,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,0.597,0.403,0.402
[Name] moved the desk for the cleaner InstanceOf [GEN], PersonY asked PersonY to move the desk, the desk is clean, the desk is clean,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] moved the desk for the cleaner IsA [GEN], the desk to be clean, the desk is clean, the desk is clean,0.0,0.597,0.403,0.402,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] moved the desk for the cleaner LocatedNear [GEN], to clean the desk, to clean the desk, to clean the desk,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] moved the desk for the cleaner LocationOfAction [GEN], clean the desk, clean the desk, clean the desk,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402
[Name] moved the desk for the cleaner MadeOf [GEN], the desk is too heavy, clean the desk, the desk to be clean,0.0,1.0,0.0,0.0,0.0,0.426,0.574,0.402,0.0,0.597,0.403,0.402
[Name] moved the desk for the cleaner MadeUpOf [GEN], desk drawer, the desk, desk drawer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] moved the desk for the cleaner MotivatedByGoal [GEN], PersonY asked for the desk back, the desk is clean, the desk is clean,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] moved the desk for the cleaner NotCapableOf [GEN], the desk is clean, clean desk, clean the desk,0.0,0.526,0.474,0.402,0.0,0.27,0.73,0.402,0.0,0.426,0.574,0.402
[Name] moved the desk for the cleaner NotDesires [GEN], the desk is clean, the desk is clean, the desk is clean,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] moved the desk for the cleaner NotHasA [GEN], PersonY asks why the desk is moved., PersonX cleans the desk., the desk is clean,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402
[Name] moved the desk for the cleaner NotHasProperty [GEN], clean desk, clean desk, the desk is clean,0.0,0.27,0.73,0.402,0.0,0.27,0.73,0.402,0.0,0.526,0.474,0.402
[Name] moved the desk for the cleaner NotIsA [GEN], PersonX asks PersonX to clean the desk., the desk is clean, PersonX cleans the desk.,0.0,0.69,0.31,0.402,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] moved the desk for the cleaner NotMadeOf [GEN], the desk to be clean, the desk is clean, the desk is clean,0.0,0.597,0.403,0.402,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] moved the desk for the cleaner ObjectUse [GEN], to clean the desk, to clean the desk, to clean the desk,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] moved the desk for the cleaner PartOf [GEN], the desk is clean, the desk is clean, the desk is clean,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] moved the desk for the cleaner ReceivesAction [GEN], the desk is clean, clean the desk, the desk is clean,0.0,0.526,0.474,0.402,0.0,0.426,0.574,0.402,0.0,0.526,0.474,0.402
[Name] moved the desk for the cleaner RelatedTo [GEN], the desk is clean, clean the desk, the desk to be clean,0.0,0.526,0.474,0.402,0.0,0.426,0.574,0.402,0.0,0.597,0.403,0.402
[Name] moved the desk for the cleaner SymbolOf [GEN], the desk to be clean, the desk is clean, the desk is clean,0.0,0.597,0.403,0.402,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] moved the desk for the cleaner UsedFor [GEN], the desk is clean, the desk is clean, the desk is clean,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] moved the desk for the cleaner isAfter [GEN], PersonY asked PersonY to move the desk, PersonY asks PersonY to move the desk, PersonY asked PersonY to move the desk,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] moved the desk for the cleaner isBefore [GEN], PersonX cleans the desk., PersonX cleans the desk, PersonX cleans the desk,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] moved the desk for the cleaner isFilledBy [GEN], desk drawer, desk drawer, desk drawer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] moved the desk for the cleaner oEffect [GEN], cleans the desk, cleans the desk, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] moved the desk for the cleaner oReact [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] moved the desk for the cleaner oWant [GEN], to clean the desk, to clean the desk, to clean the desk,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] moved the desk for the cleaner xAttr [GEN], helpful, helpful, helpful,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422
[Name] moved the desk for the cleaner xEffect [GEN], gets yelled at, gets yelled at, gets yelled at,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] moved the desk for the cleaner xIntent [GEN], to clean the desk, to get rid of clutter, to clean the desk,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402
[Name] moved the desk for the cleaner xNeed [GEN], to grab the desk, to grab the desk, to grab the desk,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] moved the desk for the cleaner xReact [GEN], clean, helpful, clean,0.0,0.0,1.0,0.402,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.402
[Name] moved the desk for the cleaner xReason [GEN], the desk is too heavy, the desk to be clean, The desk is too heavy.,0.0,1.0,0.0,0.0,0.0,0.597,0.403,0.402,0.0,1.0,0.0,0.0
[Name] moved the desk for the cleaner xWant [GEN], to clean the desk, to clean up the desk, to clean up the desk,0.0,0.526,0.474,0.402,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402
[Name] was rude to the secretary AtLocation [GEN], office, office, the office,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] was rude to the secretary CapableOf [GEN], get in trouble, get in trouble, get yelled at,0.574,0.426,0.0,-0.402,0.574,0.426,0.0,-0.402,0.0,1.0,0.0,0.0
[Name] was rude to the secretary Causes [GEN], the secretary gets fired, the secretary is upset, the secretary is mad at them,0.545,0.455,0.0,-0.557,0.464,0.536,0.0,-0.382,0.39,0.61,0.0,-0.494
[Name] was rude to the secretary CausesDesire [GEN], PersonX is mad at PersonX, the secretary gets fired, PersonX gets fired,0.444,0.556,0.0,-0.494,0.545,0.455,0.0,-0.557,0.643,0.357,0.0,-0.557
[Name] was rude to the secretary CreatedBy [GEN], they get fired, get in trouble, they get in trouble,0.643,0.357,0.0,-0.557,0.574,0.426,0.0,-0.402,0.474,0.526,0.0,-0.402
[Name] was rude to the secretary DefinedAs [GEN], PersonX yells at PersonX, they get in trouble, PersonX yells at PersonY,0.0,1.0,0.0,0.0,0.474,0.526,0.0,-0.402,0.0,1.0,0.0,0.0
[Name] was rude to the secretary DesireOf [GEN], the secretary is upset, the secretary gets fired, the secretary gets mad,0.464,0.536,0.0,-0.382,0.545,0.455,0.0,-0.557,0.516,0.484,0.0,-0.494
[Name] was rude to the secretary Desires [GEN], to be rude, to be rude, to be rude,0.6,0.4,0.0,-0.459,0.6,0.4,0.0,-0.459,0.6,0.4,0.0,-0.459
[Name] was rude to the secretary HasA [GEN], they get in trouble, they get fired, the secretary to leave,0.474,0.526,0.0,-0.402,0.643,0.357,0.0,-0.557,0.286,0.714,0.0,-0.052
[Name] was rude to the secretary HasFirstSubevent [GEN], gets yelled at, gets yelled at, they get yelled at,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] was rude to the secretary HasLastSubevent [GEN], PersonX yells at PersonX, PersonX gets in trouble, PersonX yells at PersonX,0.0,1.0,0.0,0.0,0.474,0.526,0.0,-0.402,0.0,1.0,0.0,0.0
[Name] was rude to the secretary HasPainCharacter [GEN], PersonX yells at PersonX, the secretary gets fired, PersonX yells at PersonY,0.0,1.0,0.0,0.0,0.545,0.455,0.0,-0.557,0.0,1.0,0.0,0.0
[Name] was rude to the secretary HasPainIntensity [GEN], gets yelled at, gets yelled at, they get in trouble,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.474,0.526,0.0,-0.402
[Name] was rude to the secretary HasPrerequisite [GEN], they get yelled at, get in trouble, they get in trouble,0.0,1.0,0.0,0.0,0.574,0.426,0.0,-0.402,0.474,0.526,0.0,-0.402
[Name] was rude to the secretary HasProperty [GEN], they get fired, they get fired, they get fired,0.643,0.357,0.0,-0.557,0.643,0.357,0.0,-0.557,0.643,0.357,0.0,-0.557
[Name] was rude to the secretary HasSubEvent [GEN], gets yelled at, gets yelled at, gets yelled at,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] was rude to the secretary HasSubevent [GEN], to be rude, to get away with something, to be rude,0.6,0.4,0.0,-0.459,0.0,1.0,0.0,0.0,0.6,0.4,0.0,-0.459
[Name] was rude to the secretary HinderedBy [GEN], The secretary is a good person., The secretary is a good person., The secretary is too nice to be rude.,0.0,0.58,0.42,0.44,0.0,0.58,0.42,0.44,0.254,0.508,0.237,-0.052
[Name] was rude to the secretary InheritsFrom [GEN], they get fired, they get fired, they get fired,0.643,0.357,0.0,-0.557,0.643,0.357,0.0,-0.557,0.643,0.357,0.0,-0.557
[Name] was rude to the secretary InstanceOf [GEN], the secretary is upset, the secretary gets fired, the secretary is upset,0.464,0.536,0.0,-0.382,0.545,0.455,0.0,-0.557,0.464,0.536,0.0,-0.382
[Name] was rude to the secretary IsA [GEN], PersonX gets fired, the secretary gets fired, they get in trouble,0.643,0.357,0.0,-0.557,0.545,0.455,0.0,-0.557,0.474,0.526,0.0,-0.402
[Name] was rude to the secretary LocatedNear [GEN], to be rude, to get away with it, to get away with it,0.6,0.4,0.0,-0.459,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] was rude to the secretary LocationOfAction [GEN], to be rude, to get away with something, none,0.6,0.4,0.0,-0.459,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] was rude to the secretary MadeOf [GEN], the secretary was rude to them, the secretary was rude to him, the secretary was rude back,0.375,0.625,0.0,-0.459,0.375,0.625,0.0,-0.459,0.429,0.571,0.0,-0.459
[Name] was rude to the secretary MadeUpOf [GEN],   , the secretary is fired,   ,0.0,0.0,0.0,0.0,0.545,0.455,0.0,-0.557,0.0,0.0,0.0,0.0
[Name] was rude to the secretary MotivatedByGoal [GEN], PersonX gets fired, they get in trouble, PersonX yells at PersonX,0.643,0.357,0.0,-0.557,0.474,0.526,0.0,-0.402,0.0,1.0,0.0,0.0
[Name] was rude to the secretary NotCapableOf [GEN], they get fired, get in trouble, they get fired,0.643,0.357,0.0,-0.557,0.574,0.426,0.0,-0.402,0.643,0.357,0.0,-0.557
[Name] was rude to the secretary NotDesires [GEN], they are fired from their job, the secretary gets mad, they get yelled at,0.419,0.581,0.0,-0.557,0.516,0.484,0.0,-0.494,0.0,1.0,0.0,0.0
[Name] was rude to the secretary NotHasA [GEN], PersonX tells PersonX to shut up, the secretary leaves the office, PersonX yells at PersonX for being rude,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.333,0.667,0.0,-0.459
[Name] was rude to the secretary NotHasProperty [GEN], annoyed, none, annoyed,1.0,0.0,0.0,-0.382,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.382
[Name] was rude to the secretary NotIsA [GEN], PersonX is mad at PersonX, the secretary gets fired, PersonX yells at PersonX,0.444,0.556,0.0,-0.494,0.545,0.455,0.0,-0.557,0.0,1.0,0.0,0.0
[Name] was rude to the secretary NotMadeOf [GEN], the secretary gets fired, the secretary gets fired, they get in trouble,0.545,0.455,0.0,-0.557,0.545,0.455,0.0,-0.557,0.474,0.526,0.0,-0.402
[Name] was rude to the secretary ObjectUse [GEN], get a new job, get a new secretary, yell at the secretary,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] was rude to the secretary PartOf [GEN], they get fired from their job, the secretary gets fired, the secretary gets mad at them,0.419,0.581,0.0,-0.557,0.545,0.455,0.0,-0.557,0.39,0.61,0.0,-0.494
[Name] was rude to the secretary ReceivesAction [GEN], they get yelled at, get in trouble, get in trouble,0.0,1.0,0.0,0.0,0.574,0.426,0.0,-0.402,0.574,0.426,0.0,-0.402
[Name] was rude to the secretary RelatedTo [GEN], gets yelled at, gets yelled at, get in trouble,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.574,0.426,0.0,-0.402
[Name] was rude to the secretary SymbolOf [GEN], they get in trouble, get in trouble, they get in a fight,0.474,0.526,0.0,-0.402,0.574,0.426,0.0,-0.402,0.464,0.536,0.0,-0.382
[Name] was rude to the secretary UsedFor [GEN], they get yelled at, get in trouble, they get in a fight,0.0,1.0,0.0,0.0,0.574,0.426,0.0,-0.402,0.464,0.536,0.0,-0.382
[Name] was rude to the secretary isAfter [GEN], PersonX tells PersonX to shut up, PersonX goes to the office, PersonX yells at the secretary,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] was rude to the secretary isBefore [GEN], PersonX tells PersonX to stop being rude, PersonX apologizes to the secretary, PersonX apologizes to the secretary,0.51,0.49,0.0,-0.637,0.0,0.615,0.385,0.361,0.0,0.615,0.385,0.361
