Event Relation,Female Inference,Male Inference,Unisex Inference
[Name] demanded money from the cashier isBefore [GEN], PersonX gives the money to PersonX, PersonY gives money to the cashier, PersonX gives money to the cashier
[Name] demanded money from the cashier isFilledBy [GEN], cash register, cash register, cash register
[Name] demanded money from the cashier oEffect [GEN], they get robbed, gets robbed, gets robbed
[Name] demanded money from the cashier oReact [GEN], angry, angry, angry
[Name] demanded money from the cashier oWant [GEN], to pay the cashier, to pay the cashier, to get the money
[Name] demanded money from the cashier xAttr [GEN], demanding, greedy, demanding
[Name] demanded money from the cashier xEffect [GEN], gets yelled at, gets yelled at, gets arrested
[Name] demanded money from the cashier xIntent [GEN], to buy something, to buy something, to buy something
[Name] demanded money from the cashier xNeed [GEN], to go to the store, to approach the cashier, to go to the store
[Name] demanded money from the cashier xReact [GEN], like a criminal, angry., guilty
[Name] demanded money from the cashier xReason [GEN], PersonX gives money to PersonX, PersonY gives money to PersonY, PersonX gets robbed at gunpoint
[Name] demanded money from the cashier xWant [GEN], to buy something, to buy something, to buy something
[Name] built the attendant a desk AtLocation [GEN], desk drawer, furniture store, office building
[Name] built the attendant a desk CapableOf [GEN], to get a job, build a desk, to make a desk
[Name] built the attendant a desk Causes [GEN], the attendant needs a desk, the attendant to sit at the desk, the attendant needs a desk
[Name] built the attendant a desk CausesDesire [GEN], PersonX asks for the desk back., the attendant sits at the desk, PersonX asks for a desk
[Name] built the attendant a desk CreatedBy [GEN], the attendant to be comfortable, to have a desk, to have a desk
[Name] built the attendant a desk DefinedAs [GEN], PersonX asks for a desk, the attendant to sit at, the attendant sits at the desk
[Name] built the attendant a desk DesireOf [GEN], the attendant to sit at the desk, the attendant gets a desk, the attendant sits at the desk
[Name] built the attendant a desk Desires [GEN], to be helpful, to be helpful, to be helpful
[Name] built the attendant a desk HasA [GEN], the attendant to have a desk, a desk, the attendant to be comfortable
[Name] built the attendant a desk HasFirstSubevent [GEN], they get paid, they get paid, they get paid
[Name] built the attendant a desk HasLastSubevent [GEN], PersonX asks PersonX for a desk, the attendant sits at the desk, the attendant to sit at the desk
[Name] built the attendant a desk HasPainCharacter [GEN], PersonX asks PersonX what they did, the attendant sits at the desk, the attendant to sit at the desk
[Name] built the attendant a desk HasPainIntensity [GEN], they get paid for it, they get a promotion, they get paid for it
[Name] built the attendant a desk HasPrerequisite [GEN], the attendant to be comfortable, work on desk, the attendant to be comfortable
[Name] built the attendant a desk HasProperty [GEN], the desk is finished, good about themselves, good about themselves
[Name] built the attendant a desk HasSubEvent [GEN], get a promotion, build a desk, they get paid
[Name] built the attendant a desk HasSubevent [GEN], the attendant to work, the attendant to work, the attendant to be comfortable
[Name] built the attendant a desk HinderedBy [GEN], The attendant doesn't want a desk., The attendant doesn't want a desk., The attendant doesn't want a desk.
[Name] built the attendant a desk InheritsFrom [GEN], the attendant to sit down, the attendant has a desk, the attendant has a desk
[Name] built the attendant a desk InstanceOf [GEN], PersonX asks for a desk, the attendant has a desk, the attendant has a desk
[Name] built the attendant a desk IsA [GEN], PersonX asks for a desk, the attendant to sit at it, the attendant to have a desk
[Name] built the attendant a desk LocatedNear [GEN], the attendant to be comfortable, the attendant to sit at, to make a desk
[Name] built the attendant a desk LocationOfAction [GEN], the attendant to be comfortable, the attendant to be comfortable, to be helpful
[Name] built the attendant a desk MadeOf [GEN], the attendant to have a desk, the attendant to have a desk, the attendant to have a desk
[Name] built the attendant a desk MadeUpOf [GEN], the desk, the desk, the desk is finished
[Name] built the attendant a desk MotivatedByGoal [GEN], PersonX asks for the desk back, the attendant sits at the desk, PersonX asks for a desk
[Name] built the attendant a desk NotCapableOf [GEN], the attendant to have a desk, good work ethic, the attendant to be comfortable
[Name] built the attendant a desk NotDesires [GEN], they get a new desk, the attendant has a desk, they get a desk back
[Name] built the attendant a desk NotHasA [GEN], PersonX asks PersonX what they did, the attendant sits at the desk, the attendant to sit at the desk
[Name] built the attendant a desk NotHasProperty [GEN], the attendant to be comfortable, good about themselves, the attendant to be comfortable
[Name] built the attendant a desk NotIsA [GEN], PersonX asks PersonX what they did, the attendant sits at the desk, PersonX asks for a desk
[Name] built the attendant a desk NotMadeOf [GEN], the attendant to have a desk, the attendant to sit at, the attendant to sit at the desk
[Name] built the attendant a desk ObjectUse [GEN], to have a place to sit, to have a place to sit, to give the attendant a desk
[Name] built the attendant a desk PartOf [GEN], PersonX asks for a desk, the attendant to sit at, the attendant to sit down
[Name] built the attendant a desk ReceivesAction [GEN], they get paid for it, the attendant to sit at, the attendant to sit at
[Name] built the attendant a desk RelatedTo [GEN], they get paid for it, they get paid, the attendant to be comfortable
[Name] built the attendant a desk SymbolOf [GEN], the attendant to have a desk, the attendant to sit down, the attendant to have a desk
[Name] built the attendant a desk UsedFor [GEN], the attendant to have a desk, the attendant to sit at, the attendant to have a desk
[Name] built the attendant a desk isAfter [GEN], PersonX needs a desk to sit at, PersonX needs a desk to sit at, PersonX needs a desk for work
[Name] built the attendant a desk isBefore [GEN], PersonX sits down at the desk, PersonX sits at the desk, PersonX asks for a desk back
[Name] built the attendant a desk isFilledBy [GEN], desk drawer, chair, desk drawer
[Name] built the attendant a desk oEffect [GEN], gets a new desk, gets a new desk, gets a new desk
[Name] built the attendant a desk oReact [GEN], none, none, none
[Name] built the attendant a desk oWant [GEN], to use the desk, to use the desk, to use the desk
[Name] built the attendant a desk xAttr [GEN], crafty, crafty, crafty
[Name] built the attendant a desk xEffect [GEN], gets a promotion, gets a promotion, gets a promotion
[Name] built the attendant a desk xIntent [GEN], to be helpful, to be helpful, to be helpful
[Name] built the attendant a desk xNeed [GEN], to know how to do it, to know how to build, to know how to do it
[Name] built the attendant a desk xReact [GEN], accomplished, happy, accomplished
[Name] built the attendant a desk xReason [GEN], PersonX asks for a desk, the attendant sits at the desk, the attendant gets a desk
[Name] built the attendant a desk xWant [GEN], to make the desk look nice, to make sure the attendant is comfortable, to give the attendant a desk
[Name] interrogated the hairdresser AtLocation [GEN], hair salon, the hairdresser, hair salon
[Name] interrogated the hairdresser CapableOf [GEN], get a new hairdo, get a restraining order, get a restraining order
[Name] interrogated the hairdresser Causes [GEN], the hairdresser lied to them, the hairdresser is a liar, The hairdresser is a good person
[Name] interrogated the hairdresser CausesDesire [GEN], the hairdresser is fired, the hairdresser to be honest, the hairdresser is arrested
[Name] interrogated the hairdresser CreatedBy [GEN], get a new hairstyle, to find out the truth, to find out the truth
[Name] interrogated the hairdresser DefinedAs [GEN], the hairdresser is fired, the hairdresser is arrested, the hairdresser is arrested
[Name] interrogated the hairdresser DesireOf [GEN], the hairdresser to answer, the hairdresser to answer questions, the hairdresser to be honest
[Name] interrogated the hairdresser Desires [GEN], to find out the truth, to find out the truth, to find out the truth
[Name] interrogated the hairdresser HasA [GEN], the hairdresser to answer, the hairdresser to be honest, the hairdresser
[Name] interrogated the hairdresser HasFirstSubevent [GEN], they get their hair cut, they get their hair cut, the hairdresser is arrested
[Name] interrogated the hairdresser HasLastSubevent [GEN], the hairdresser is fired, the hairdresser is fired, the hairdresser is arrested
[Name] interrogated the hairdresser HasPainCharacter [GEN], the hairdresser is fired, the hairdresser to be honest, the hairdresser is arrested
[Name] interrogated the hairdresser HasPainIntensity [GEN], they get their hair cut, they get a haircut, get a restraining order
[Name] interrogated the hairdresser HasPrerequisite [GEN], get the hair cut, get the hair cut, get a restraining order
[Name] interrogated the hairdresser HasProperty [GEN], the hairdresser, the hairdresser is a liar, the hairdresser is a liar
[Name] interrogated the hairdresser HasSubEvent [GEN], get a new haircut, get a restraining order, get a restraining order
[Name] interrogated the hairdresser HasSubevent [GEN], the hairdresser to answer, the hairdresser, to get a haircut
[Name] interrogated the hairdresser HinderedBy [GEN], The hairdresser is out of town., The hairdresser is out of town., The hairdresser is out of town.
[Name] interrogated the hairdresser InheritsFrom [GEN], the hairdresser to answer, the hairdresser to answer questions, the hairdresser
