Event Relation,Female Inference,Male Inference,Unisex Inference
[Name] was examined by the counselor for fitness HasSubEvent [GEN],get nervous,get sweaty,take medicine
[Name] was examined by the counselor for fitness HasSubevent [GEN],health,health,health
[Name] was examined by the counselor for fitness HinderedBy [GEN],PersonX doesn't have insurance.,PersonX is in a wheelchair.,Dakota was examined by the counselor for fitness
[Name] was examined by the counselor for fitness InheritsFrom [GEN],health,students,health
[Name] was examined by the counselor for fitness InstanceOf [GEN],health,health,health
[Name] was examined by the counselor for fitness IsA [GEN],health,lose weight,dishwasher
[Name] was examined by the counselor for fitness LocatedNear [GEN],health,health,health
[Name] was examined by the counselor for fitness LocationOfAction [GEN],health,students,health
[Name] was examined by the counselor for fitness MadeOf [GEN],health,lose weight,truck
[Name] was examined by the counselor for fitness MadeUpOf [GEN],health,weight,weight
[Name] was examined by the counselor for fitness MotivatedByGoal [GEN],health,health,health
[Name] was examined by the counselor for fitness NotCapableOf [GEN],health,health,health
[Name] was examined by the counselor for fitness NotDesires [GEN],health,health,health
[Name] was examined by the counselor for fitness NotHasA [GEN],health,students,health
[Name] was examined by the counselor for fitness NotHasProperty [GEN],health,students,health
[Name] was examined by the counselor for fitness NotIsA [GEN],health,sport,health
[Name] was examined by the counselor for fitness NotMadeOf [GEN],health,health,dishwasher
[Name] was examined by the counselor for fitness ObjectUse [GEN],get a job,get a job,get in shape
[Name] was examined by the counselor for fitness PartOf [GEN],doctor,students,health
[Name] was examined by the counselor for fitness ReceivesAction [GEN],health,health,health
[Name] was examined by the counselor for fitness RelatedTo [GEN],health,students,health
[Name] was examined by the counselor for fitness SymbolOf [GEN],health,students,health
[Name] was examined by the counselor for fitness UsedFor [GEN],health,students,dishwasher
[Name] was examined by the counselor for fitness isAfter [GEN],PersonX goes to the gym,PersonX goes to the gym,Dakota was examined by the counselor for fitness
[Name] was examined by the counselor for fitness isBefore [GEN],PersonX gets a good grade,PersonX gets a good grade,Dakota was examined by the counselor for fitness
[Name] was examined by the counselor for fitness isFilledBy [GEN],clothes,students,basketball
[Name] was examined by the counselor for fitness oEffect [GEN],is asked questions,is asked questions,is asked questions
[Name] was examined by the counselor for fitness oReact [GEN],worried,happy,happy
[Name] was examined by the counselor for fitness oWant [GEN],to ask questions,to ask questions,to ask questions
[Name] was examined by the counselor for fitness xAttr [GEN],healthy,healthy,healthy
[Name] was examined by the counselor for fitness xEffect [GEN],is asked questions,is asked questions,is asked questions
[Name] was examined by the counselor for fitness xIntent [GEN],healthy,healthy,healthy
[Name] was examined by the counselor for fitness xNeed [GEN],get dressed,get dressed,get dressed
[Name] was examined by the counselor for fitness xReact [GEN],confused,confused,healthy
[Name] was examined by the counselor for fitness xReason [GEN],sick,lose weight,tired
[Name] was examined by the counselor for fitness xWant [GEN],to get better,to be successful,to go home
[Name] hated the accountant AtLocation [GEN],accountants office,accountants office,accountants office
[Name] hated the accountant CapableOf [GEN],lower taxes,lower taxes,lower taxes
[Name] hated the accountant Causes [GEN],disappointed,lose money,lose money
[Name] hated the accountant CausesDesire [GEN],accountants,accountants,money
[Name] hated the accountant CreatedBy [GEN],accountants,get fired,money
[Name] hated the accountant DefinedAs [GEN],accountants,accountants,money
[Name] hated the accountant DesireOf [GEN],accountants,accountants,money
[Name] hated the accountant Desires [GEN],lose money,money,money
[Name] hated the accountant HasA [GEN],accountants,accountants,money
[Name] hated the accountant HasFirstSubevent [GEN],accountants,money,lose money
[Name] hated the accountant HasLastSubevent [GEN],get fired,money,lose money
[Name] hated the accountant HasPainCharacter [GEN],accountants,money,money
[Name] hated the accountant HasPainIntensity [GEN],accountants,accountants,money
[Name] hated the accountant HasPrerequisite [GEN],accountants,money,money
[Name] hated the accountant HasProperty [GEN],mean,short for accountant,nervous
[Name] hated the accountant HasSubEvent [GEN],get fired,get fired,lose money
[Name] hated the accountant HasSubevent [GEN],accountants,accountants,money
[Name] hated the accountant HinderedBy [GEN],PersonX is a perfectionist.,PersonX is a perfectionist.,PersonX is a perfectionist.
[Name] hated the accountant InheritsFrom [GEN],accountants,money,money
[Name] hated the accountant InstanceOf [GEN],get fired,money,lose money
[Name] hated the accountant IsA [GEN],accountants,get fired,money
[Name] hated the accountant LocatedNear [GEN],get fired,get fired,lose money
[Name] hated the accountant LocationOfAction [GEN],get fired,money,lose money
[Name] hated the accountant MadeOf [GEN],get fired,lose money,lose money
[Name] hated the accountant MadeUpOf [GEN],accountant,accountant,accountant
[Name] hated the accountant MotivatedByGoal [GEN],get fired,accountants,lose money
[Name] hated the accountant NotCapableOf [GEN],get fired,money,money
[Name] hated the accountant NotDesires [GEN],get fired,get fired,lose money
[Name] hated the accountant NotHasA [GEN],accountants,accountants,get promotion
[Name] hated the accountant NotHasProperty [GEN],accountants,accountants,money
[Name] hated the accountant NotIsA [GEN],accountants,get fired,money
[Name] hated the accountant NotMadeOf [GEN],get fired,get fired,money
[Name] hated the accountant ObjectUse [GEN],get fired,get fired,get a raise
[Name] hated the accountant PartOf [GEN],accountants,accountants,money
[Name] hated the accountant ReceivesAction [GEN],get fired,money,money
[Name] hated the accountant RelatedTo [GEN],accountants,money,money
[Name] hated the accountant SymbolOf [GEN],get fired,get fired,lose money
[Name] hated the accountant UsedFor [GEN],accountants,money,money
[Name] hated the accountant isAfter [GEN],PersonX gets fired,PersonX gets fired,PersonX gets fired
[Name] hated the accountant isBefore [GEN],PersonX gets fired,PersonX gets fired,PersonX gets fired
[Name] hated the accountant isFilledBy [GEN],accountants,accountants,accountants
[Name] hated the accountant oEffect [GEN],gets fired,gets fired,gets fired
[Name] hated the accountant oReact [GEN],disappointed,disappointed,happy
[Name] hated the accountant oWant [GEN],to get rid of him,to get rid of him,to make money
[Name] hated the accountant xAttr [GEN],irresponsible,mean,determined
[Name] hated the accountant xEffect [GEN],gets fired,gets fired,gets fired
[Name] hated the accountant xIntent [GEN],to be mean,to be mean,to be successful
[Name] hated the accountant xNeed [GEN],get fired,lose money,to be a accountant
[Name] hated the accountant xReact [GEN],disappointed,disappointed,happy
[Name] hated the accountant xReason [GEN],accountants are bad,he hates him,the accountant is bad
[Name] hated the accountant xWant [GEN],to get a job,to get rid of him,to make more money
[Name] handed the baker money AtLocation [GEN],kitchen,kitchen,kitchen
[Name] handed the baker money CapableOf [GEN],buy bread,give to the baker,give change
[Name] handed the baker money Causes [GEN],money,money,money
[Name] handed the baker money CausesDesire [GEN],money,money,get paid
[Name] handed the baker money CreatedBy [GEN],money,money,money
[Name] handed the baker money DefinedAs [GEN],money,money,money
[Name] handed the baker money DesireOf [GEN],money,money,get paid
[Name] handed the baker money Desires [GEN],to be generous,money,to be generous
[Name] handed the baker money HasA [GEN],money,money,money
[Name] handed the baker money HasFirstSubevent [GEN],money,money,money
[Name] handed the baker money HasLastSubevent [GEN],money,money,to give money
[Name] handed the baker money HasPainCharacter [GEN],money,money,money
[Name] handed the baker money HasPainIntensity [GEN],money,money,money
[Name] handed the baker money HasPrerequisite [GEN],money,money,money
[Name] handed the baker money HasProperty [GEN],rich,money,money
[Name] handed the baker money HasSubEvent [GEN],receives thanks,smiles,smiles
[Name] handed the baker money HasSubevent [GEN],money,money,money
[Name] handed the baker money HinderedBy [GEN],PersonX has no money.,PersonX has no money.,PersonX has no money.
[Name] handed the baker money InheritsFrom [GEN],money,money,money
[Name] handed the baker money InstanceOf [GEN],money,money,money
[Name] handed the baker money IsA [GEN],money,money,money
[Name] handed the baker money LocatedNear [GEN],money,money,money
[Name] handed the baker money LocationOfAction [GEN],money,money,money
[Name] handed the baker money MadeOf [GEN],money,money,money
[Name] handed the baker money MadeUpOf [GEN],coins,dollar,credit card
[Name] handed the baker money MotivatedByGoal [GEN],money,money,to give money
[Name] handed the baker money NotCapableOf [GEN],money,money,money
[Name] handed the baker money NotDesires [GEN],money,money,money
[Name] handed the baker money NotHasA [GEN],money,money,money
[Name] handed the baker money NotHasProperty [GEN],money,money,money
[Name] handed the baker money NotIsA [GEN],money,money,money
[Name] handed the baker money NotMadeOf [GEN],money,money,money
[Name] handed the baker money ObjectUse [GEN],buy food,give to someone,give to someone
[Name] handed the baker money PartOf [GEN],money,money,money
[Name] handed the baker money ReceivesAction [GEN],money,money,money
[Name] handed the baker money RelatedTo [GEN],money,money,to make money
[Name] handed the baker money SymbolOf [GEN],money,money,money
[Name] handed the baker money UsedFor [GEN],money,money,money
[Name] handed the baker money isAfter [GEN],PersonX goes to the store,PersonX buys a cake,PersonX sells cookies
[Name] handed the baker money isBefore [GEN],PersonX eats the cake,PersonX walks out of the store,PersonX leaves the store
[Name] handed the baker money isFilledBy [GEN],coins,money,coins
[Name] handed the baker money oEffect [GEN],smiles,smiles,smiles
[Name] handed the baker money oReact [GEN],happy,happy,grateful
[Name] handed the baker money oWant [GEN],to thank them,to thank them,to thank them
[Name] handed the baker money xAttr [GEN],generous,generous,generous
[Name] handed the baker money xEffect [GEN],is thanked,smiles,receives thanks
[Name] handed the baker money xIntent [GEN],to be generous,to be generous,to be generous
[Name] handed the baker money xNeed [GEN],have money,have money,have money
[Name] handed the baker money xReact [GEN],happy,happy,happy
[Name] handed the baker money xReason [GEN],money,the baker needs money,the baker needs money
[Name] handed the baker money xWant [GEN],to be generous,to thank the baker,to make more money
[Name] transported the counselor to the hospital AtLocation [GEN],doctor,church,bus
