,Event Relation,Female Inference,Male Inference,PersonX Inference,Female Sentiment: Negative,Female Sentiment: Neutral,Female Sentiment: Positive,Female Sentiment: Compound,Male Sentiment: Negative,Male Sentiment: Neutral,Male Sentiment: Positive,Male Sentiment: Compound,PersonX Sentiment: Negative,PersonX Sentiment: Neutral,PersonX Sentiment: Positive,PersonX Sentiment: Compound,Unisex Inference,Unisex Sentiment: Compound,Unisex Sentiment: Positive,Unisex Sentiment: Negative,Unisex Sentiment: Neutral
1197,[Name] chatted with the cleaner MadeUpOf [GEN],nail polish,handle,cleaner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,cleaner,0.178,1.0,0.0,0.0
1198,[Name] chatted with the cleaner MotivatedByGoal [GEN],cleaner,clean,to clean the house,0.0,0.0,1.0,0.178,0.0,0.0,1.0,0.402,0.0,0.526,0.474,0.402,cleaner,0.178,1.0,0.0,0.0
1199,[Name] chatted with the cleaner NotCapableOf [GEN],clean,clean,cleaner,0.0,0.0,1.0,0.402,0.0,0.0,1.0,0.402,0.0,0.0,1.0,0.178,cleaner,0.178,1.0,0.0,0.0
1200,[Name] chatted with the cleaner NotDesires [GEN],cleaner,clean,cleaner,0.0,0.0,1.0,0.178,0.0,0.0,1.0,0.402,0.0,0.0,1.0,0.178,cleaner,0.178,1.0,0.0,0.0
1201,[Name] chatted with the cleaner NotHasA [GEN],cleaner,cleaner,cleaner,0.0,0.0,1.0,0.178,0.0,0.0,1.0,0.178,0.0,0.0,1.0,0.178,cleaner,0.178,1.0,0.0,0.0
1202,[Name] chatted with the cleaner NotHasProperty [GEN],clean,cleaner,cleaner,0.0,0.0,1.0,0.402,0.0,0.0,1.0,0.178,0.0,0.0,1.0,0.178,cleaner,0.178,1.0,0.0,0.0
1203,[Name] chatted with the cleaner NotIsA [GEN],clean,cleaner,cleaner,0.0,0.0,1.0,0.402,0.0,0.0,1.0,0.178,0.0,0.0,1.0,0.178,cleaner,0.178,1.0,0.0,0.0
1204,[Name] chatted with the cleaner NotMadeOf [GEN],cleaner,cleaner,to clean,0.0,0.0,1.0,0.178,0.0,0.0,1.0,0.178,0.0,0.27,0.73,0.402,cleaner,0.178,1.0,0.0,0.0
1205,[Name] chatted with the cleaner ObjectUse [GEN],clean the floor,clean the floor,talk to the cleaner,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402,0.0,0.638,0.362,0.178,talk to someone,0.0,0.0,0.0,1.0
1206,[Name] chatted with the cleaner PartOf [GEN],clean,clean,to clean,0.0,0.0,1.0,0.402,0.0,0.0,1.0,0.402,0.0,0.27,0.73,0.402,cleaner,0.178,1.0,0.0,0.0
1207,[Name] chatted with the cleaner ReceivesAction [GEN],clean,cleaner,to clean,0.0,0.0,1.0,0.402,0.0,0.0,1.0,0.178,0.0,0.27,0.73,0.402,cleaner,0.178,1.0,0.0,0.0
1208,[Name] chatted with the cleaner RelatedTo [GEN],clean,cleaner,cleaner,0.0,0.0,1.0,0.402,0.0,0.0,1.0,0.178,0.0,0.0,1.0,0.178,cleaner,0.178,1.0,0.0,0.0
1209,[Name] chatted with the cleaner SymbolOf [GEN],cleaner,cleaner,cleaner,0.0,0.0,1.0,0.178,0.0,0.0,1.0,0.178,0.0,0.0,1.0,0.178,cleaner,0.178,1.0,0.0,0.0
1210,[Name] chatted with the cleaner UsedFor [GEN],water,cleaner,to clean,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,0.27,0.73,0.402,cleaner,0.178,1.0,0.0,0.0
1211,[Name] chatted with the cleaner isAfter [GEN],bathroom sink,PersonX spills a drink,PersonX cleans the house,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,bathroom,0.0,0.0,0.0,1.0
1212,[Name] chatted with the cleaner isBefore [GEN],PersonX cleans the floor,PersonX cleans the floor,PersonX leaves the bathroom,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PersonX cleans the house,0.0,0.0,0.0,1.0
1213,[Name] chatted with the cleaner isFilledBy [GEN],water,water,the cleaner,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.63,0.178,dog,0.0,0.0,0.0,1.0
1214,[Name] chatted with the cleaner oEffect [GEN],smiles,smiles,smiles,0.0,0.0,1.0,0.477,0.0,0.0,1.0,0.477,0.0,0.0,1.0,0.477,smiles,0.477,1.0,0.0,0.0
1215,[Name] chatted with the cleaner oReact [GEN],happy,happy,happy,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,happy,0.572,1.0,0.0,0.0
1216,[Name] chatted with the cleaner oWant [GEN],to clean up,to clean up,to say goodbye,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402,0.0,1.0,0.0,0.0,to say goodbye,0.0,0.0,0.0,1.0
1217,[Name] chatted with the cleaner xAttr [GEN],clean,clean,friendly,0.0,0.0,1.0,0.402,0.0,0.0,1.0,0.402,0.0,0.0,1.0,0.494,friendly,0.494,1.0,0.0,0.0
1218,[Name] chatted with the cleaner xEffect [GEN],smiles,smiles,smiles,0.0,0.0,1.0,0.477,0.0,0.0,1.0,0.477,0.0,0.0,1.0,0.477,smiles,0.477,1.0,0.0,0.0
1219,[Name] chatted with the cleaner xIntent [GEN],clean,clean,to be sociable,0.0,0.0,1.0,0.402,0.0,0.0,1.0,0.402,0.0,0.408,0.592,0.44,to be helpful,0.422,0.583,0.0,0.417
1220,[Name] chatted with the cleaner xNeed [GEN],get dirty,get cleaning supplies,to go to the cleaner,0.744,0.256,0.0,-0.44,0.0,1.0,0.0,0.0,0.0,0.702,0.298,0.178,to go to the cleaner,0.178,0.298,0.0,0.702
1221,[Name] chatted with the cleaner xReact [GEN],happy,happy,happy,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,relieved,0.382,1.0,0.0,0.0
1222,[Name] chatted with the cleaner xReason [GEN],it's dirty,dirty clothes,the cleaner is busy,0.744,0.256,0.0,-0.44,0.744,0.256,0.0,-0.44,0.0,0.638,0.362,0.178,he is cleaning,0.0,0.0,0.0,1.0
1223,[Name] chatted with the cleaner xWant [GEN],clean up,to clean,to go home,0.0,0.27,0.73,0.402,0.0,0.27,0.73,0.402,0.0,1.0,0.0,0.0,to go home,0.0,0.0,0.0,1.0
1224,[Name] asked the designer AtLocation [GEN],fashion show,building,building,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,building,0.0,0.0,0.0,1.0
1225,[Name] asked the designer CapableOf [GEN],design,ask question,design,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,design,0.0,0.0,0.0,1.0
1226,[Name] asked the designer Causes [GEN],design,answer,to get an answer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,answer,0.0,0.0,0.0,1.0
1227,[Name] asked the designer CausesDesire [GEN],design,satisfied,thank the designer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.422,0.0,0.444,0.556,0.361,design,0.0,0.0,0.0,1.0
1228,[Name] asked the designer CreatedBy [GEN],design,design,to get an answer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,design,0.0,0.0,0.0,1.0
1229,[Name] asked the designer DefinedAs [GEN],design,design,to get an answer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,design,0.0,0.0,0.0,1.0
1230,[Name] asked the designer DesireOf [GEN],design,design,to get the answer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,design,0.0,0.0,0.0,1.0
1231,[Name] asked the designer Desires [GEN],design,answer,to know the answer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,design,0.0,0.0,0.0,1.0
1232,[Name] asked the designer HasA [GEN],design,design,to get an answer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,design,0.0,0.0,0.0,1.0
1233,[Name] asked the designer HasFirstSubevent [GEN],design,design,to get an answer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,design,0.0,0.0,0.0,1.0
1234,[Name] asked the designer HasLastSubevent [GEN],design,design,to get an answer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,design,0.0,0.0,0.0,1.0
1235,[Name] asked the designer HasPainCharacter [GEN],design,design,to get a good grade,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.508,0.492,0.44,design,0.0,0.0,0.0,1.0
1236,[Name] asked the designer HasPainIntensity [GEN],design,design,to get an answer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,design,0.0,0.0,0.0,1.0
1237,[Name] asked the designer HasPrerequisite [GEN],design,satisfied,to get an answer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0,design,0.0,0.0,0.0,1.0
1238,[Name] asked the designer HasProperty [GEN],nervous,nervous,inquisitive,1.0,0.0,0.0,-0.273,1.0,0.0,0.0,-0.273,0.0,0.0,1.0,0.178,nervous,-0.273,0.0,1.0,0.0
1239,[Name] asked the designer HasSubEvent [GEN],listen,get answer,gets an answer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,listen,0.0,0.0,0.0,1.0
1240,[Name] asked the designer HasSubevent [GEN],design,design,to get an answer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,design,0.0,0.0,0.0,1.0
1241,[Name] asked the designer HinderedBy [GEN],PersonX is too shy to ask.,PersonX is too timid.,PersonX is too shy to ask.,0.286,0.714,0.0,-0.25,0.4,0.6,0.0,-0.25,0.286,0.714,0.0,-0.25,PersonX doesn't know the designer.,0.0,0.0,0.0,1.0
1242,[Name] asked the designer InheritsFrom [GEN],design,design,to get an answer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,design,0.0,0.0,0.0,1.0
1243,[Name] asked the designer InstanceOf [GEN],design,question,to get an answer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,have a conversation,0.0,0.0,0.0,1.0
1244,[Name] asked the designer IsA [GEN],design,satisfied,to get an answer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0,design,0.0,0.0,0.0,1.0
1245,[Name] asked the designer LocatedNear [GEN],design,question,to get the answer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,design,0.0,0.0,0.0,1.0
1246,[Name] asked the designer LocationOfAction [GEN],design,satisfied,to get an answer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0,design,0.0,0.0,0.0,1.0
1247,[Name] asked the designer MadeOf [GEN],design,satisfied,to get an answer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0,design,0.0,0.0,0.0,1.0
1248,[Name] asked the designer MadeUpOf [GEN],question,question,question,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,design,0.0,0.0,0.0,1.0
1249,[Name] asked the designer MotivatedByGoal [GEN],design,design,to get an answer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,design,0.0,0.0,0.0,1.0
1250,[Name] asked the designer NotCapableOf [GEN],design,question,to go to the store,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,design,0.0,0.0,0.0,1.0
1251,[Name] asked the designer NotDesires [GEN],design,design,to go to the store,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,design,0.0,0.0,0.0,1.0
1252,[Name] asked the designer NotHasA [GEN],design,satisfied,to get the answer,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0,design,0.0,0.0,0.0,1.0
1253,[Name] asked the designer NotHasProperty [GEN],design,design,to find out the answer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,design,0.0,0.0,0.0,1.0
1254,[Name] asked the designer NotIsA [GEN],design,question,to get an answer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,design,0.0,0.0,0.0,1.0
1255,[Name] asked the designer NotMadeOf [GEN],design,question,to get an answer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,design,0.0,0.0,0.0,1.0
1256,[Name] asked the designer ObjectUse [GEN],ask a question,get an answer,to find out the design,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,make a design,0.0,0.0,0.0,1.0
1257,[Name] asked the designer PartOf [GEN],design,design,to get the design,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,design,0.0,0.0,0.0,1.0
1258,[Name] asked the designer ReceivesAction [GEN],design,design,to get an answer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,design,0.0,0.0,0.0,1.0
1259,[Name] asked the designer RelatedTo [GEN],design,design,to get the answer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,design,0.0,0.0,0.0,1.0
1260,[Name] asked the designer SymbolOf [GEN],design,design,to get a job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,design,0.0,0.0,0.0,1.0
1261,[Name] asked the designer UsedFor [GEN],design,design,to get the answer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,design,0.0,0.0,0.0,1.0
1262,[Name] asked the designer isAfter [GEN],PersonX asks a question,PersonX asks a question,PersonX wants a new shirt,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PersonX asks a question,0.0,0.0,0.0,1.0
1263,[Name] asked the designer isBefore [GEN],PersonX asks the designer questions,PersonX gets an answer,PersonX gets an answer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PersonX gets a refund,0.0,0.0,0.0,1.0
1264,[Name] asked the designer isFilledBy [GEN],designer,designer,the man,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,designer,0.0,0.0,0.0,1.0
1265,[Name] asked the designer oEffect [GEN],designs,gets yelled at,designer answers,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,designer answers,0.0,0.0,0.0,1.0
1266,[Name] asked the designer oReact [GEN],helpful,helpful,helpful,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422,helpful,0.422,1.0,0.0,0.0
1267,[Name] asked the designer oWant [GEN],to answer the question,to answer the question,to answer the question,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,to answer the question,0.0,0.0,0.0,1.0
1268,[Name] asked the designer xAttr [GEN],curious,curious,curious,0.0,0.0,1.0,0.318,0.0,0.0,1.0,0.318,0.0,0.0,1.0,0.318,curious,0.318,1.0,0.0,0.0
1269,[Name] asked the designer xEffect [GEN],is asked questions,is ignored,gets an answer,0.0,1.0,0.0,0.0,0.697,0.303,0.0,-0.318,0.0,1.0,0.0,0.0,learns something,0.0,0.0,0.0,1.0
1270,[Name] asked the designer xIntent [GEN],design,inquisitive,to know something,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,1.0,0.0,0.0,to know,0.0,0.0,0.0,1.0
1271,[Name] asked the designer xNeed [GEN],have a question,have a question,to call the designer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,have a question,0.0,0.0,0.0,1.0
1272,[Name] asked the designer xReact [GEN],informed,inquisitive,informed,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.178,0.0,1.0,0.0,0.0,informed,0.0,0.0,0.0,1.0
1273,[Name] asked the designer xReason [GEN],designer,they want to know,they are curious,0.0,1.0,0.0,0.0,0.0,0.698,0.302,0.077,0.0,0.465,0.535,0.318,the design is wrong,-0.477,0.0,0.508,0.492
1274,[Name] asked the designer xWant [GEN],to ask questions,thank the designer,to thank the designer,0.0,1.0,0.0,0.0,0.0,0.444,0.556,0.361,0.0,0.545,0.455,0.361,thank the designer,0.361,0.556,0.0,0.444
1275,[Name] charged the auditor one hundred dollars AtLocation [GEN],theatre,theatre,the auditorium,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,theatre,0.0,0.0,0.0,1.0
1276,[Name] charged the auditor one hundred dollars CapableOf [GEN],charge more,earn money,charge more,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,charge more,0.0,0.0,0.0,1.0
1277,[Name] charged the auditor one hundred dollars Causes [GEN],people to buy tickets,more money,to make money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,people to buy tickets,0.0,0.0,0.0,1.0
1278,[Name] charged the auditor one hundred dollars CausesDesire [GEN],one hundred dollars,one hundred dollars,to make money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,money,0.0,0.0,0.0,1.0
1279,[Name] charged the auditor one hundred dollars CreatedBy [GEN],one hundred dollars,one hundred dollars,to make money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,money,0.0,0.0,0.0,1.0
1280,[Name] charged the auditor one hundred dollars DefinedAs [GEN],one hundred dollars,one hundred dollars,to make money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,money,0.0,0.0,0.0,1.0
1281,[Name] charged the auditor one hundred dollars DesireOf [GEN],auditorium,one hundred dollars,to make money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,money,0.0,0.0,0.0,1.0
1282,[Name] charged the auditor one hundred dollars Desires [GEN],money,money,to make money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,money,0.0,0.0,0.0,1.0
1283,[Name] charged the auditor one hundred dollars HasA [GEN],auditorium,one hundred dollars,to make money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,one hundred dollars,0.0,0.0,0.0,1.0
1284,[Name] charged the auditor one hundred dollars HasFirstSubevent [GEN],one hundred dollars,one hundred dollars,to make money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,one hundred dollars,0.0,0.0,0.0,1.0
1285,[Name] charged the auditor one hundred dollars HasLastSubevent [GEN],auditorium,one hundred dollars,to make money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,one hundred dollars,0.0,0.0,0.0,1.0
1286,[Name] charged the auditor one hundred dollars HasPainCharacter [GEN],auditorium,auditorium,to make money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,money,0.0,0.0,0.0,1.0
1287,[Name] charged the auditor one hundred dollars HasPainIntensity [GEN],auditorium,one hundred dollars,to make money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,one hundred dollars,0.0,0.0,0.0,1.0
1288,[Name] charged the auditor one hundred dollars HasPrerequisite [GEN],one hundred dollars,one hundred dollars,to charge the auditor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,money,0.0,0.0,0.0,1.0
1289,[Name] charged the auditor one hundred dollars HasProperty [GEN],one hundred dollars,one hundred dollars,powerful,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.422,expensive,0.0,0.0,0.0,1.0
1290,[Name] charged the auditor one hundred dollars HasSubEvent [GEN],get yelled at,take money,receives money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,get paid,0.0,0.0,0.0,1.0
1291,[Name] charged the auditor one hundred dollars HasSubevent [GEN],auditorium,one hundred dollars,to make money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,one hundred dollars,0.0,0.0,0.0,1.0
1292,[Name] charged the auditor one hundred dollars HinderedBy [GEN],PersonX has no money.,PersonX has no money.,PersonX has no money.,0.423,0.577,0.0,-0.296,0.423,0.577,0.0,-0.296,0.423,0.577,0.0,-0.296,PersonX has no money.,-0.296,0.0,0.423,0.577
1293,[Name] charged the auditor one hundred dollars InheritsFrom [GEN],auditorium,one hundred dollars,to make money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,one hundred dollars,0.0,0.0,0.0,1.0
1294,[Name] charged the auditor one hundred dollars InstanceOf [GEN],auditorium,one hundred dollars,to make money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,one hundred dollars,0.0,0.0,0.0,1.0
1295,[Name] charged the auditor one hundred dollars IsA [GEN],one hundred dollars,one hundred dollars,to make money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,money,0.0,0.0,0.0,1.0
1296,[Name] charged the auditor one hundred dollars LocatedNear [GEN],auditorium,one hundred dollars,to make money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,one hundred dollars,0.0,0.0,0.0,1.0
1297,[Name] charged the auditor one hundred dollars LocationOfAction [GEN],auditorium,one hundred dollars,to charge the auditor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,one hundred dollars,0.0,0.0,0.0,1.0
1298,[Name] charged the auditor one hundred dollars MadeOf [GEN],one hundred dollars,one hundred dollars,to make money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,money,0.0,0.0,0.0,1.0
1299,[Name] charged the auditor one hundred dollars MadeUpOf [GEN],dollar,dollar,dollar,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,dollar,0.0,0.0,0.0,1.0
1300,[Name] charged the auditor one hundred dollars MotivatedByGoal [GEN],money,money,to make money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,money,0.0,0.0,0.0,1.0
1301,[Name] charged the auditor one hundred dollars NotCapableOf [GEN],one hundred dollars,one hundred dollars,to make money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,money,0.0,0.0,0.0,1.0
1302,[Name] charged the auditor one hundred dollars NotDesires [GEN],auditorium,one hundred dollars,to charge the auditor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,money,0.0,0.0,0.0,1.0
1303,[Name] charged the auditor one hundred dollars NotHasA [GEN],auditorium,one hundred dollars,to make money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,auditorium,0.0,0.0,0.0,1.0
1304,[Name] charged the auditor one hundred dollars NotHasProperty [GEN],auditorium,one hundred dollars,to make money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,money,0.0,0.0,0.0,1.0
1305,[Name] charged the auditor one hundred dollars NotIsA [GEN],one hundred dollars,one hundred dollars,to make money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,one hundred dollars,0.0,0.0,0.0,1.0
1306,[Name] charged the auditor one hundred dollars NotMadeOf [GEN],one hundred dollars,one hundred dollars,to make money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,one hundred dollars,0.0,0.0,0.0,1.0
1307,[Name] charged the auditor one hundred dollars ObjectUse [GEN],buy tickets,give to the auditor,to pay the auditor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.318,0.682,0.0,-0.103,get a good grade,0.44,0.592,0.0,0.408
1308,[Name] charged the auditor one hundred dollars PartOf [GEN],auditorium,auditorium,to make money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,one hundred dollars,0.0,0.0,0.0,1.0
1309,[Name] charged the auditor one hundred dollars ReceivesAction [GEN],auditorium,one hundred dollars,to make money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,money,0.0,0.0,0.0,1.0
1310,[Name] charged the auditor one hundred dollars RelatedTo [GEN],auditorium,one hundred dollars,to make money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,one hundred dollars,0.0,0.0,0.0,1.0
1311,[Name] charged the auditor one hundred dollars SymbolOf [GEN],auditorium,one hundred dollars,to make money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,money,0.0,0.0,0.0,1.0
1312,[Name] charged the auditor one hundred dollars UsedFor [GEN],one hundred dollars,one hundred dollars,to make money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,one hundred dollars,0.0,0.0,0.0,1.0
1313,[Name] charged the auditor one hundred dollars isAfter [GEN],PersonX goes to the auditorium,PersonX goes to the auditorium,PersonX goes to the auditorium,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PersonX goes to the auditorium,0.0,0.0,0.0,1.0
1314,[Name] charged the auditor one hundred dollars isBefore [GEN],PersonX leaves the auditorium,PersonX walks out of the auditorium,PersonX leaves the auditorium,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PersonX leaves the auditorium,0.0,0.0,0.0,1.0
1315,[Name] charged the auditor one hundred dollars isFilledBy [GEN],auditor,auditorium,the auditorium,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,auditorium,0.0,0.0,0.0,1.0
1316,[Name] charged the auditor one hundred dollars oEffect [GEN],gets fired,receives money,the auditor gets money,0.783,0.217,0.0,-0.557,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,receives money,0.0,0.0,0.0,1.0
1317,[Name] charged the auditor one hundred dollars oReact [GEN],happy,happy,happy,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,happy,0.572,1.0,0.0,0.0
1318,[Name] charged the auditor one hundred dollars oWant [GEN],to thank them,to thank them,to thank them,0.0,0.444,0.556,0.361,0.0,0.444,0.556,0.361,0.0,0.444,0.556,0.361,to thank them,0.361,0.556,0.0,0.444
1319,[Name] charged the auditor one hundred dollars xAttr [GEN],rich,rich,greedy,0.0,0.0,1.0,0.557,0.0,0.0,1.0,0.557,1.0,0.0,0.0,-0.318,rich,0.557,1.0,0.0,0.0
1320,[Name] charged the auditor one hundred dollars xEffect [GEN],receives money,receives thanks,receives money,0.0,1.0,0.0,0.0,0.0,0.256,0.744,0.44,0.0,1.0,0.0,0.0,gets fired,-0.557,0.0,0.783,0.217
1321,[Name] charged the auditor one hundred dollars xIntent [GEN],money,money,money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,money,0.0,0.0,0.0,1.0
