Event Relation,Female Inference,Male Inference,PersonX Inference,Female-Male Similarity,Female-PersonX Similarity,Male-PersonX Similarity
[Name] asked the secretary to close the window HasPrerequisite [GEN],open window,the secretary,to close the window,0.136,0.722,0.226
[Name] asked the secretary to close the window HasProperty [GEN],closed,open,nervous,0.695,0.242,0.214
[Name] asked the secretary to close the window HasSubEvent [GEN],get yelled at,open window,gets yelled at,0.078,0.891,0.109
[Name] asked the secretary to close the window HasSubevent [GEN],close the window,open,to close the window,0.423,0.884,0.369
[Name] asked the secretary to close the window HinderedBy [GEN],PersonX is too timid.,PersonX doesn't have the authority.,PersonX can't find the secretary.,0.669,0.569,0.648
[Name] asked the secretary to close the window InheritsFrom [GEN],open window,the secretary,to close the window,0.136,0.722,0.226
[Name] asked the secretary to close the window InstanceOf [GEN],close the door,the secretary,to close the window,0.255,0.605,0.226
[Name] asked the secretary to close the window IsA [GEN],locate,open,to close the window,0.297,0.19,0.369
[Name] asked the secretary to close the window LocatedNear [GEN],close the door,close the window,to close the window,0.741,0.605,0.884
[Name] asked the secretary to close the window LocationOfAction [GEN],close the window,close the window,to close the window,1.0,0.884,0.884
[Name] asked the secretary to close the window MadeOf [GEN],close the window,close the window,to close the window,1.0,0.884,0.884
[Name] asked the secretary to close the window MadeUpOf [GEN],window,window,window,1.0,1.0,1.0
[Name] asked the secretary to close the window MotivatedByGoal [GEN],close the door,locate,to close the window,0.241,0.605,0.19
[Name] asked the secretary to close the window NotCapableOf [GEN],close the window,close the window,to close the window,1.0,0.884,0.884
[Name] asked the secretary to close the window NotDesires [GEN],close the window,close the window,to close the window,1.0,0.884,0.884
[Name] asked the secretary to close the window NotHasA [GEN],open,open,to close the window,1.0,0.369,0.369
[Name] asked the secretary to close the window NotHasProperty [GEN],open,open,to close the window,1.0,0.369,0.369
[Name] asked the secretary to close the window NotIsA [GEN],open,open,to close the door,1.0,0.366,0.366
[Name] asked the secretary to close the window NotMadeOf [GEN],open the window,the secretary,to close the window,0.218,0.743,0.226
[Name] asked the secretary to close the window ObjectUse [GEN],close the door,open,close the door,0.441,1.0,0.441
[Name] asked the secretary to close the window PartOf [GEN],open,open,to close the window,1.0,0.369,0.369
[Name] asked the secretary to close the window ReceivesAction [GEN],close the window,close the window,to close the window,1.0,0.884,0.884
[Name] asked the secretary to close the window RelatedTo [GEN],locate,close the window,to close the window,0.179,0.19,0.884
[Name] asked the secretary to close the window SymbolOf [GEN],open,open,to close the window,1.0,0.369,0.369
[Name] asked the secretary to close the window UsedFor [GEN],close the window,close the window,to close the window,1.0,0.884,0.884
[Name] asked the secretary to close the window isAfter [GEN],PersonX hears a loud noise,PersonX asks the secretary to close the window,PersonX hears a loud noise,0.531,1.0,0.531
[Name] asked the secretary to close the window isBefore [GEN],PersonX closes the window,PersonX closes the window,PersonX closes the window,1.0,1.0,1.0
[Name] asked the secretary to close the window isFilledBy [GEN],window,window,window,1.0,1.0,1.0
[Name] asked the secretary to close the window oEffect [GEN],gets yelled at,the secretary closes the window,the secretary closes the window,0.082,0.082,1.0
[Name] asked the secretary to close the window oReact [GEN],happy,happy,happy,1.0,1.0,1.0
[Name] asked the secretary to close the window oWant [GEN],to close the window,to close the window,to close the window,1.0,1.0,1.0
[Name] asked the secretary to close the window xAttr [GEN],determined,helpful,curious,0.312,0.335,0.392
[Name] asked the secretary to close the window xEffect [GEN],gets yelled at,gets yelled at,gets yelled at,1.0,1.0,1.0
[Name] asked the secretary to close the window xIntent [GEN],close the window,close the window,to be helpful,1.0,0.207,0.207
[Name] asked the secretary to close the window xNeed [GEN],call the secretary,call secretary,to walk up to the secretary,0.946,0.526,0.569
[Name] asked the secretary to close the window xReact [GEN],relieved,relieved,relieved,1.0,1.0,1.0
[Name] asked the secretary to close the window xReason [GEN],the window is closed,the window is closed,the window is closed,1.0,1.0,1.0
[Name] asked the secretary to close the window xWant [GEN],close the door,close the door,to close the door,1.0,0.764,0.764
[Name] complimented the designer AtLocation [GEN],gallery opening,fashion show,fashion show,0.202,0.202,1.0
[Name] complimented the designer CapableOf [GEN],design,design,smile,1.0,0.226,0.226
[Name] complimented the designer Causes [GEN],applause,happy,smiles,0.362,0.443,0.616
[Name] complimented the designer CausesDesire [GEN],design,designer,to show appreciation,0.679,0.339,0.192
[Name] complimented the designer CreatedBy [GEN],design,designer,to buy the clothes,0.679,0.277,0.285
[Name] complimented the designer DefinedAs [GEN],design,designer,to show appreciation,0.679,0.339,0.192
[Name] complimented the designer DesireOf [GEN],design,designer,to thank the designer,0.679,0.539,0.608
[Name] complimented the designer Desires [GEN],design,to show appreciation,to show appreciation,0.339,0.339,1.0
[Name] complimented the designer HasA [GEN],design,designer,to show appreciation,0.679,0.339,0.192
[Name] complimented the designer HasFirstSubevent [GEN],designer,designer,to compliment the designer,1.0,0.599,0.599
[Name] complimented the designer HasLastSubevent [GEN],design,designer,to show appreciation,0.679,0.339,0.192
[Name] complimented the designer HasPainCharacter [GEN],design,designer,to thank the designer,0.679,0.539,0.608
[Name] complimented the designer HasPainIntensity [GEN],design,designer,to show appreciation,0.679,0.339,0.192
[Name] complimented the designer HasPrerequisite [GEN],design,designer,to be happy,0.679,0.305,0.205
[Name] complimented the designer HasProperty [GEN],happy,happy,happy,1.0,1.0,1.0
[Name] complimented the designer HasSubEvent [GEN],smiles,smile,smiles,0.836,1.0,0.836
[Name] complimented the designer HasSubevent [GEN],design,designer,to show appreciation,0.679,0.339,0.192
[Name] complimented the designer HinderedBy [GEN],PersonX doesn't know the design.,PersonX doesn't know the design.,PersonX doesn't know the design.,1.0,1.0,1.0
[Name] complimented the designer InheritsFrom [GEN],design,designer,to thank the designer,0.679,0.539,0.608
[Name] complimented the designer InstanceOf [GEN],design,designer,to show appreciation,0.679,0.339,0.192
[Name] complimented the designer IsA [GEN],design,designer,to show appreciation,0.679,0.339,0.192
[Name] complimented the designer LocatedNear [GEN],design,designer,to show appreciation,0.679,0.339,0.192
[Name] complimented the designer LocationOfAction [GEN],design,designer,to show appreciation,0.679,0.339,0.192
[Name] complimented the designer MadeOf [GEN],design,designer,to show appreciation,0.679,0.339,0.192
[Name] complimented the designer MadeUpOf [GEN],designer,design,designer,0.679,1.0,0.679
[Name] complimented the designer MotivatedByGoal [GEN],design,designer,to thank the designer,0.679,0.539,0.608
[Name] complimented the designer NotCapableOf [GEN],design,designer,to thank the designer,0.679,0.539,0.608
[Name] complimented the designer NotDesires [GEN],designer,designer,to show appreciation,1.0,0.192,0.192
[Name] complimented the designer NotHasA [GEN],designer,designer,to thank the designer,1.0,0.608,0.608
[Name] complimented the designer NotHasProperty [GEN],design,designer,to show appreciation,0.679,0.339,0.192
[Name] complimented the designer NotIsA [GEN],design,designer,to show appreciation,0.679,0.339,0.192
[Name] complimented the designer NotMadeOf [GEN],design,designer,to show appreciation,0.679,0.339,0.192
[Name] complimented the designer ObjectUse [GEN],get a job,show off,to show appreciation,0.229,0.207,0.38
[Name] complimented the designer PartOf [GEN],design,designer,to thank the designer,0.679,0.539,0.608
[Name] complimented the designer ReceivesAction [GEN],design,designer,to show appreciation,0.679,0.339,0.192
[Name] complimented the designer RelatedTo [GEN],design,designer,to thank the designer,0.679,0.539,0.608
[Name] complimented the designer SymbolOf [GEN],design,designer,to show appreciation,0.679,0.339,0.192
[Name] complimented the designer UsedFor [GEN],design,design,to show appreciation,1.0,0.339,0.339
[Name] complimented the designer isAfter [GEN],PersonX looks at the design,PersonX sees a design,PersonX looks at the design,0.947,1.0,0.947
[Name] complimented the designer isBefore [GEN],PersonX buys the dress,PersonX buys the dress,PersonX buys the dress,1.0,1.0,1.0
[Name] complimented the designer isFilledBy [GEN],designer,designer,designer,1.0,1.0,1.0
[Name] complimented the designer oEffect [GEN],smiles,smiles,smiles,1.0,1.0,1.0
[Name] complimented the designer oReact [GEN],happy,happy,happy,1.0,1.0,1.0
[Name] complimented the designer oWant [GEN],to thank them,to thank them,to thank PersonX,1.0,0.679,0.679
[Name] complimented the designer xAttr [GEN],interested,friendly,appreciative,0.342,0.192,0.368
[Name] complimented the designer xEffect [GEN],smiles,smiles,smiles,1.0,1.0,1.0
[Name] complimented the designer xIntent [GEN],to show appreciation,to show appreciation,to show appreciation,1.0,1.0,1.0
[Name] complimented the designer xNeed [GEN],to go to the store,to approach the designer,to go to the store,0.234,1.0,0.234
[Name] complimented the designer xReact [GEN],happy,happy,happy,1.0,1.0,1.0
[Name] complimented the designer xReason [GEN],the designer did a good job,the designer did a good job,they like the design,1.0,0.503,0.503
[Name] complimented the designer xWant [GEN],to compliment the designer,to show appreciation,to thank the designer,0.593,0.837,0.582
[Name] fell in love with the secretary AtLocation [GEN],conference,conference,office,1.0,0.317,0.317
[Name] fell in love with the secretary CapableOf [GEN],marry,marry secretary,smile,0.563,0.294,0.068
[Name] fell in love with the secretary Causes [GEN],loved,love,to get married,0.741,0.179,0.331
[Name] fell in love with the secretary CausesDesire [GEN],drink,secretary,to get married,0.145,0.217,0.221
[Name] fell in love with the secretary CreatedBy [GEN],drink,secretary,to get married,0.145,0.217,0.221
[Name] fell in love with the secretary DefinedAs [GEN],drink,secretary,to get married,0.145,0.217,0.221
[Name] fell in love with the secretary DesireOf [GEN],desperate,secretary,to get married,0.183,0.271,0.221
[Name] fell in love with the secretary Desires [GEN],loved,to be loved,to get married,0.503,0.179,0.586
[Name] fell in love with the secretary HasA [GEN],drink,secretary,to get married,0.145,0.217,0.221
[Name] fell in love with the secretary HasFirstSubevent [GEN],drink,secretary,to love,0.145,0.281,0.239
[Name] fell in love with the secretary HasLastSubevent [GEN],drink,secretary,to get married,0.145,0.217,0.221
[Name] fell in love with the secretary HasPainCharacter [GEN],drink,secretary,to get married,0.145,0.217,0.221
[Name] fell in love with the secretary HasPainIntensity [GEN],secretary,secretary,to get married,1.0,0.221,0.221
[Name] fell in love with the secretary HasPrerequisite [GEN],drink,secretary,to the secretary,0.145,0.17,0.809
[Name] fell in love with the secretary HasProperty [GEN],nervous,nervous,happy,1.0,0.244,0.244
[Name] fell in love with the secretary HasSubEvent [GEN],smile,smiles,smiles,0.836,0.836,1.0
[Name] fell in love with the secretary HasSubevent [GEN],secretary,secretary,to get married,1.0,0.221,0.221
[Name] fell in love with the secretary HinderedBy [GEN],she is not interested,PersonX is in love with someone else.,PersonX is a sociopath.,0.246,0.151,0.683
[Name] fell in love with the secretary InheritsFrom [GEN],drink,secretary,to get married,0.145,0.217,0.221
[Name] fell in love with the secretary InstanceOf [GEN],desperate,truck,to get married,0.211,0.271,0.229
[Name] fell in love with the secretary IsA [GEN],drink,secretary,to get married,0.145,0.217,0.221
[Name] fell in love with the secretary LocatedNear [GEN],secretary,secretary,to get married,1.0,0.221,0.221
[Name] fell in love with the secretary LocationOfAction [GEN],drink,secretary,to get married,0.145,0.217,0.221
[Name] fell in love with the secretary MadeOf [GEN],drink,secretary,to get married,0.145,0.217,0.221
[Name] fell in love with the secretary MadeUpOf [GEN],secretary,secretary,boss,1.0,0.45,0.45
[Name] fell in love with the secretary MotivatedByGoal [GEN],secretary,secretary,to get married,1.0,0.221,0.221
[Name] fell in love with the secretary NotCapableOf [GEN],drink,to,to get married,0.27,0.217,0.358
[Name] fell in love with the secretary NotDesires [GEN],drink,secretary,to get married,0.145,0.217,0.221
[Name] fell in love with the secretary NotHasA [GEN],drink,secretary,to get married,0.145,0.217,0.221
[Name] fell in love with the secretary NotHasProperty [GEN],desperate,secretary,to get married,0.183,0.271,0.221
[Name] fell in love with the secretary NotIsA [GEN],drink,secretary,to get married,0.145,0.217,0.221
[Name] fell in love with the secretary NotMadeOf [GEN],drink,secretary,to get married,0.145,0.217,0.221
[Name] fell in love with the secretary ObjectUse [GEN],get drunk,marry,smile,0.283,0.269,0.294
[Name] fell in love with the secretary PartOf [GEN],drink,secretary,to get married,0.145,0.217,0.221
[Name] fell in love with the secretary ReceivesAction [GEN],drink,secretary,to get married,0.145,0.217,0.221
[Name] fell in love with the secretary RelatedTo [GEN],drink,secretary,to get married,0.145,0.217,0.221
[Name] fell in love with the secretary SymbolOf [GEN],drink,secretary,to get married,0.145,0.217,0.221
[Name] fell in love with the secretary UsedFor [GEN],drink,secretary,to get married,0.145,0.217,0.221
[Name] fell in love with the secretary isAfter [GEN],Beverly fell in love with the secretary,PersonX goes on a blind date,PersonX goes on a blind date,0.098,0.098,1.0
[Name] fell in love with the secretary isBefore [GEN],PersonX kisses the secretary,PersonX asks the secretary out,PersonX asks the secretary out,0.797,0.797,1.0
[Name] fell in love with the secretary isFilledBy [GEN],boss,dog,dog,0.427,0.427,1.0
[Name] fell in love with the secretary oEffect [GEN],smiles,smiles,smiles,1.0,1.0,1.0
[Name] fell in love with the secretary oReact [GEN],happy,happy,happy,1.0,1.0,1.0
[Name] fell in love with the secretary oWant [GEN],to get married,to get married,to get married,1.0,1.0,1.0
[Name] fell in love with the secretary xAttr [GEN],emotional,loving,emotional,0.455,1.0,0.455
[Name] fell in love with the secretary xEffect [GEN],smiles,smiles,smiles,1.0,1.0,1.0
[Name] fell in love with the secretary xIntent [GEN],loved,to be loved,to be loved,0.503,0.503,1.0
[Name] fell in love with the secretary xNeed [GEN],get married,to talk to the secretary,to meet the secretary,0.109,0.175,0.857
[Name] fell in love with the secretary xReact [GEN],happy,happy,happy,1.0,1.0,1.0
[Name] fell in love with the secretary xReason [GEN],she was in love,she is a beautiful woman,she is a beautiful woman,0.532,0.532,1.0
[Name] fell in love with the secretary xWant [GEN],smile,to get married,to get married,0.206,0.206,1.0
[Name] managed to convince the clerk to give up AtLocation [GEN],store,store,store,1.0,1.0,1.0
[Name] managed to convince the clerk to give up CapableOf [GEN],lie,lie,convince,1.0,0.456,0.456
[Name] managed to convince the clerk to give up Causes [GEN],victory,lose money,to be successful,0.336,0.399,0.336
[Name] managed to convince the clerk to give up CausesDesire [GEN],truck,man,lose money,0.266,0.233,0.168
[Name] managed to convince the clerk to give up CreatedBy [GEN],truck,man,the clerk to give up,0.266,0.244,0.19
