Event Relation,Female Inference,Male Inference,PersonX Inference,Female Sentiment: Negative,Female Sentiment: Neutral,Female Sentiment: Positive,Female Sentiment: Compound,Male Sentiment: Negative,Male Sentiment: Neutral,Male Sentiment: Positive,Male Sentiment: Compound,PersonX Sentiment: Negative,PersonX Sentiment: Neutral,PersonX Sentiment: Positive,PersonX Sentiment: Compound
[Name] looked down on the cashier HasFirstSubevent [GEN], PersonY gets a receipt, they pay the cashier, PersonX goes to the store,0.0,1.0,0.0,0.0,0.318,0.682,0.0,-0.103,0.0,1.0,0.0,0.0
[Name] looked down on the cashier HasLastSubevent [GEN], PersonX asks PersonY if they need anything, PersonX asks PersonX if they need anything else, PersonX goes to the grocery store,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] looked down on the cashier HasPainCharacter [GEN], PersonY asks PersonY what they are doing, PersonX asks PersonX if they need anything, PersonX goes to the checkout counter,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] looked down on the cashier HasPainIntensity [GEN], they get a receipt, they pay the cashier, PersonX goes to the cashier,0.0,1.0,0.0,0.0,0.318,0.682,0.0,-0.103,0.0,1.0,0.0,0.0
[Name] looked down on the cashier HasPrerequisite [GEN], they get a receipt, they go to the store, PersonX goes to the cashier,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] looked down on the cashier HasProperty [GEN], the cashier is being rude, the cashier is being rude, PersonX buys a lot of things,0.429,0.571,0.0,-0.459,0.429,0.571,0.0,-0.459,0.0,1.0,0.0,0.0
[Name] looked down on the cashier HasSubEvent [GEN], gets yelled at, they get a receipt, PersonX looks at the cashier,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] looked down on the cashier HasSubevent [GEN], the cashier is rude, to get a better deal, person x is angry at the cashier,0.5,0.5,0.0,-0.459,0.0,0.508,0.492,0.44,0.398,0.602,0.0,-0.511
[Name] looked down on the cashier HinderedBy [GEN], The cashier is too far away., The cashier is too far away., PersonX doesn't want to be rude.,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.514,0.486,0.0,-0.498
[Name] looked down on the cashier InheritsFrom [GEN], the cashier looks down on them, the cashier is rude to him, PersonX goes to the grocery store,0.0,1.0,0.0,0.0,0.375,0.625,0.0,-0.459,0.0,1.0,0.0,0.0
[Name] looked down on the cashier InstanceOf [GEN], PersonY asks PersonY if they need anything else, the cashier gets a receipt, PersonX goes to the grocery store,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] looked down on the cashier IsA [GEN], the cashier leaves the store,    the cashier looks down on them, PersonX goes to the grocery store,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] looked down on the cashier LocatedNear [GEN], they get a receipt, to get the cashier's attention, person x is angry,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.623,0.377,0.0,-0.511
[Name] looked down on the cashier LocationOfAction [GEN], the cashier is rude, to get a better deal, the cashier is being rude,0.5,0.5,0.0,-0.459,0.0,0.508,0.492,0.44,0.429,0.571,0.0,-0.459
[Name] looked down on the cashier MadeOf [GEN], the cashier is rude, the cashier is rude to him, PersonX goes to the grocery store,0.5,0.5,0.0,-0.459,0.375,0.625,0.0,-0.459,0.0,1.0,0.0,0.0
[Name] looked down on the cashier MadeUpOf [GEN], the receipt,  the cashier, PersonX walks up to the counter,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] looked down on the cashier MotivatedByGoal [GEN], PersonY asks why PersonY is looking down, PersonX asks PersonX if they need anything else, PersonX goes to the grocery store,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] looked down on the cashier NotCapableOf [GEN], PersonY asks PersonY what they want., the cashier is rude to him, PersonX goes to the grocery store,0.0,0.794,0.206,0.077,0.375,0.625,0.0,-0.459,0.0,1.0,0.0,0.0
[Name] looked down on the cashier NotDesires [GEN], PersonY gets mad at PersonY, they pay the cashier for their purchase, PersonX walks out of the store,0.444,0.556,0.0,-0.494,0.189,0.811,0.0,-0.103,0.0,1.0,0.0,0.0
[Name] looked down on the cashier NotHasA [GEN], The cashier is not paying attention, PersonX asks PersonX if they need anything else, PersonX goes to the cashier,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] looked down on the cashier NotHasProperty [GEN], the cashier is being rude, the cashier is rude to him, person x is angry,0.429,0.571,0.0,-0.459,0.375,0.625,0.0,-0.459,0.623,0.377,0.0,-0.511
[Name] looked down on the cashier NotIsA [GEN], PersonY asks PersonY if they need anything else, PersonX asks PersonX if they need anything else, PersonX goes to the grocery store,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] looked down on the cashier NotMadeOf [GEN], PersonY asks PersonY what they want., the cashier is rude to him, PersonX goes to the grocery store,0.0,0.794,0.206,0.077,0.375,0.625,0.0,-0.459,0.0,1.0,0.0,0.0
[Name] looked down on the cashier ObjectUse [GEN], look at the cashier, to look at the cashier, to get a better deal,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.508,0.492,0.44
[Name] looked down on the cashier PartOf [GEN], PersonY asks PersonY if they need anything else, the cashier leaves the store, PersonX goes to the cashier,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] looked down on the cashier ReceivesAction [GEN], the cashier looks at them, they pay the cashier, PersonX goes to the grocery store,0.0,1.0,0.0,0.0,0.318,0.682,0.0,-0.103,0.0,1.0,0.0,0.0
[Name] looked down on the cashier RelatedTo [GEN], PersonY asks PersonY what they want., the cashier gets a receipt, PersonX goes to the grocery store,0.0,0.794,0.206,0.077,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] looked down on the cashier SymbolOf [GEN], PersonX asks PersonY if they need anything else, PersonX asks PersonX if they need anything else, PersonX goes to the grocery store,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] looked down on the cashier UsedFor [GEN], they get a receipt, they pay the cashier for their purchase, PersonX goes to the store,0.0,1.0,0.0,0.0,0.189,0.811,0.0,-0.103,0.0,1.0,0.0,0.0
[Name] looked down on the cashier isAfter [GEN], PersonY asked PersonY if they needed anything else, PersonX goes to the grocery store, PersonX goes to the grocery store,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] looked down on the cashier isBefore [GEN], PersonY asks PersonY if they need anything else, PersonX asks PersonX what they want, PersonX pays the cashier,0.0,1.0,0.0,0.0,0.0,0.794,0.206,0.077,0.0,1.0,0.0,0.0
[Name] looked down on the cashier isFilledBy [GEN], cash register, cash register, cash register,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] looked down on the cashier oEffect [GEN], gets yelled at, they get yelled at, gets yelled at by PersonX,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] looked down on the cashier oReact [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] looked down on the cashier oWant [GEN], to get a receipt, to pay the bill, to ask PersonX questions,0.0,1.0,0.0,0.0,0.318,0.682,0.0,-0.103,0.0,1.0,0.0,0.0
[Name] looked down on the cashier xAttr [GEN], unkind, mean, mean,1.0,0.0,0.0,-0.382,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] looked down on the cashier xEffect [GEN], looks at the cashier, looks at the cashier, gets yelled at by the cashier,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] looked down on the cashier xIntent [GEN], to be mean, to be mean, to look down on someone,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] looked down on the cashier xNeed [GEN], to approach the cashier, to approach the cashier, to approach the cashier,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] looked down on the cashier xReact [GEN], angry, angry., angry,1.0,0.0,0.0,-0.511,1.0,0.0,0.0,-0.511,1.0,0.0,0.0,-0.511
[Name] looked down on the cashier xReason [GEN], PersonY asks PersonY if they need anything else,    the cashier looks down on them, PersonX goes to the grocery store,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] looked down on the cashier xWant [GEN], to yell at the cashier, to yell at the cashier, to yell at the cashier,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant AtLocation [GEN], money, PersonX buys a new car, PersonX buys a new car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant CapableOf [GEN], pay the attendant, buy a new car, PersonX buys a new car,0.412,0.588,0.0,-0.103,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant Causes [GEN], they get a better deal than the attendant, they have a lot of money, PersonX buys a new car,0.0,0.674,0.326,0.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant CausesDesire [GEN], they buy a new car, they buy a new car, PersonX buys a new car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant CreatedBy [GEN], pay the attendant back, they buy a car, PersonX buys a new car,0.318,0.682,0.0,-0.103,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant DefinedAs [GEN], they buy a new car, they buy a new car, PersonX buys a new car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant DesireOf [GEN], they buy a new car, they buy a new car, PersonX buys a new car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant Desires [GEN], to be rich, to be rich, to be rich,0.0,0.357,0.643,0.557,0.0,0.357,0.643,0.557,0.0,0.357,0.643,0.557
[Name] has more money than the attendant HasA [GEN], they buy a new car, they have a lot of money, PersonX buys a new car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant HasFirstSubevent [GEN], get a new car, get a new car, PersonX buys a new car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant HasLastSubevent [GEN], PersonY gives PersonY money, PersonX buys a new car, PersonX buys a new car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant HasPainCharacter [GEN], they buy a new car, they buy a new car, PersonX buys a new car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant HasPainIntensity [GEN], get a new car, they buy a new car, PersonX buys a new car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant HasPrerequisite [GEN], get a new car, they buy a new car, PersonX buys a new car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant HasProperty [GEN], they have more money, they have more money, PersonX buys a new car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant HasSubEvent [GEN], pay the attendant, buy a new car, PersonX buys a new car,0.412,0.588,0.0,-0.103,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant HasSubevent [GEN], they buy a car, to have more money, person x has more money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant HinderedBy [GEN], They don't have enough money to pay the attendant, They don't have enough money to pay the attendant, PersonX doesn't have a job.,0.149,0.851,0.0,-0.103,0.149,0.851,0.0,-0.103,0.0,1.0,0.0,0.0
[Name] has more money than the attendant InheritsFrom [GEN], they buy a new car, they have a lot of money, PersonX buys a new car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant InstanceOf [GEN], they buy a new car, they buy a new car, PersonX buys a new car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant IsA [GEN], they buy a new car, they buy a new car, PersonX buys a new car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant LocatedNear [GEN], get a new car, to buy a car, PersonX buys a car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant LocationOfAction [GEN], they have more money, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant MadeOf [GEN], they go to the movies, they have a lot of money, PersonX buys a new car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant MadeUpOf [GEN], money, money in wallet, PersonX buys a new car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant MotivatedByGoal [GEN], they buy a new car, they buy a new car, PersonX buys a new car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant NotCapableOf [GEN], they buy a new car, they buy a new car, PersonX buys a new car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant NotDesires [GEN], they go to the store, they buy a new car, PersonX buys a new car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant NotHasA [GEN], PersonY gives PersonY money, PersonX buys a new car, PersonX buys a new car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant NotHasProperty [GEN], they have more money, none, good about themselves,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.408,0.592,0.44
[Name] has more money than the attendant NotIsA [GEN], they go to the store, PersonX buys a new car, PersonX buys a new car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant NotMadeOf [GEN], they buy a new car, they buy a new car, PersonX buys a new car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant ObjectUse [GEN], pay the attendant, to buy a new car, to buy a new car,0.412,0.588,0.0,-0.103,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant PartOf [GEN], they buy a new car, they pay the attendant, PersonX buys a new car,0.0,1.0,0.0,0.0,0.318,0.682,0.0,-0.103,0.0,1.0,0.0,0.0
[Name] has more money than the attendant ReceivesAction [GEN], pay the attendant back, they buy a new car, PersonX buys a new car,0.318,0.682,0.0,-0.103,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant RelatedTo [GEN], they buy a new car, they buy a new car, PersonX buys a new car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant SymbolOf [GEN], they buy a new car, they buy a new car, PersonX buys a new car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant UsedFor [GEN], get a new car, they buy a new car, PersonX buys a new car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant isAfter [GEN], PersonY asks PersonY how much they have, PersonX buys a new car, PersonX goes to the bank,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant isBefore [GEN], PersonX gives PersonX a receipt, PersonX buys a new car, PersonX buys a new car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant isFilledBy [GEN], money, money, money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant oEffect [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant oReact [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant oWant [GEN], to give her a raise, to make sure they get paid, to pay PersonX back,0.0,1.0,0.0,0.0,0.0,0.685,0.315,0.318,0.318,0.682,0.0,-0.103
[Name] has more money than the attendant xAttr [GEN], rich, rich, rich,0.0,0.0,1.0,0.557,0.0,0.0,1.0,0.557,0.0,0.0,1.0,0.557
[Name] has more money than the attendant xEffect [GEN], has more money, has more money, PersonX buys a new car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant xIntent [GEN], to be rich, to be rich, to be rich,0.0,0.357,0.643,0.557,0.0,0.357,0.643,0.557,0.0,0.357,0.643,0.557
[Name] has more money than the attendant xNeed [GEN], to have a job, to have a job, to have a job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant xReact [GEN], happy, rich, happy,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.557,0.0,0.0,1.0,0.572
[Name] has more money than the attendant xReason [GEN], they buy a new car, they buy a new car, PersonX buys a new car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] has more money than the attendant xWant [GEN], to buy a new car, to buy a new car, to buy a new car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] yelled at the tailor AtLocation [GEN], the tailor, the tailor, PersonX walks into the tailor's shop,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] yelled at the tailor CapableOf [GEN], get in trouble, get in trouble, to yell at the tailor,0.574,0.426,0.0,-0.402,0.574,0.426,0.0,-0.402,0.0,1.0,0.0,0.0
[Name] yelled at the tailor Causes [GEN], the tailor was rude to her, he is angry, PersonX is mad at the tailor,0.375,0.625,0.0,-0.459,0.623,0.377,0.0,-0.511,0.39,0.61,0.0,-0.494
[Name] yelled at the tailor CausesDesire [GEN], PersonY gets mad at PersonY, the tailor is late for work, PersonX goes to the tailor's office,0.444,0.556,0.0,-0.494,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] yelled at the tailor CreatedBy [GEN], the tailor to do their job, to get a new suit, PersonX wants to get a new suit,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] yelled at the tailor DefinedAs [GEN], PersonY tells PersonY to shut up., PersonX gets a new suit, PersonX goes to the tailor's office,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] yelled at the tailor DesireOf [GEN], they get a new suit, they get a new suit, PersonX goes to the tailor's shop,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] yelled at the tailor Desires [GEN], to express her anger, to express his anger, to express his anger,0.552,0.448,0.0,-0.572,0.552,0.448,0.0,-0.572,0.552,0.448,0.0,-0.572
[Name] yelled at the tailor HasA [GEN], the tailor to do their job, the tailor to do their job, person x is angry,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.623,0.377,0.0,-0.511
[Name] yelled at the tailor HasFirstSubevent [GEN], they get a new suit, PersonY gets mad at PersonX, PersonX is yelled at by the tailor,0.0,1.0,0.0,0.0,0.444,0.556,0.0,-0.494,0.0,1.0,0.0,0.0
[Name] yelled at the tailor HasLastSubevent [GEN], PersonY apologizes to PersonY, PersonX gets a new suit, PersonX goes to the tailor's shop,0.0,0.545,0.455,0.361,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] yelled at the tailor HasPainCharacter [GEN], PersonY gets a new suit, the tailor is late for work, PersonX goes to the tailor's office,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] yelled at the tailor HasPainIntensity [GEN], they get a new suit, they get a new suit, PersonX goes to the tailor's shop,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] yelled at the tailor HasPrerequisite [GEN], the tailor to do their job, the tailor to do their job, PersonX yells at the tailor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] yelled at the tailor HasProperty [GEN],   , angry, person x is angry,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.511,0.623,0.377,0.0,-0.511
[Name] yelled at the tailor HasSubEvent [GEN], get a new suit, get a new suit, PersonX yells at the tailor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] yelled at the tailor HasSubevent [GEN], the tailor to do their job, the tailor to do their job, person x is angry,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.623,0.377,0.0,-0.511
[Name] yelled at the tailor HinderedBy [GEN], The tailor is too far away., The tailor is too far away., PersonX doesn't want to get in trouble.,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.44,0.56,0.0,-0.444
