Event Relation,Female Inference,Male Inference,Unisex Inference,Female-Male Similarity,Female-Unisex Similarity,Male-Unisex Similarity
[Name] stared at the teacher xNeed [GEN],to walk up to the teacher,look at teacher,look at teacher,0.483,0.483,1.0
[Name] stared at the teacher xReact [GEN],intrigued,intrigued,intrigued,1.0,1.0,1.0
[Name] stared at the teacher xReason [GEN],she is nervous,they are bored,they want to learn,0.201,0.19,0.522
[Name] stared at the teacher xWant [GEN],to talk to the teacher,to talk to the teacher,to talk to the teacher,1.0,1.0,1.0
[Name] went to a meeting with the construction worker AtLocation [GEN],building,building,building,1.0,1.0,1.0
[Name] went to a meeting with the construction worker CapableOf [GEN],finish project,finish project,mine for gold,1.0,0.247,0.247
[Name] went to a meeting with the construction worker Causes [GEN],work,work,work,1.0,1.0,1.0
[Name] went to a meeting with the construction worker CausesDesire [GEN],truck,work,truck,0.364,1.0,0.364
[Name] went to a meeting with the construction worker CreatedBy [GEN],truck,truck,meeting,1.0,0.281,0.281
[Name] went to a meeting with the construction worker DefinedAs [GEN],truck,truck,truck,1.0,1.0,1.0
[Name] went to a meeting with the construction worker DesireOf [GEN],truck,truck,truck,1.0,1.0,1.0
[Name] went to a meeting with the construction worker Desires [GEN],to make a good impression,to get work done,to make a good impression,0.407,1.0,0.407
[Name] went to a meeting with the construction worker HasA [GEN],work,worker,truck,0.594,0.364,0.3
[Name] went to a meeting with the construction worker HasFirstSubevent [GEN],truck,truck,truck,1.0,1.0,1.0
[Name] went to a meeting with the construction worker HasLastSubevent [GEN],truck,truck,truck,1.0,1.0,1.0
[Name] went to a meeting with the construction worker HasPainCharacter [GEN],work,truck,truck,0.364,0.364,1.0
[Name] went to a meeting with the construction worker HasPainIntensity [GEN],truck,,,0.252,0.252,1.0
[Name] went to a meeting with the construction worker HasPrerequisite [GEN],truck,truck,truck,1.0,1.0,1.0
[Name] went to a meeting with the construction worker HasProperty [GEN],nervous,nervous,tired,1.0,0.407,0.407
[Name] went to a meeting with the construction worker HasSubEvent [GEN],learn new information,learn new information,learn new information,1.0,1.0,1.0
[Name] went to a meeting with the construction worker HasSubevent [GEN],truck,truck,meeting,1.0,0.281,0.281
[Name] went to a meeting with the construction worker HinderedBy [GEN],Natalie went to a meeting with the construction worker,PersonX has no car.,PersonX has no car.,0.168,0.168,1.0
[Name] went to a meeting with the construction worker InheritsFrom [GEN],truck,work,,0.364,0.252,0.227
[Name] went to a meeting with the construction worker InstanceOf [GEN],truck,truck,truck,1.0,1.0,1.0
[Name] went to a meeting with the construction worker IsA [GEN],truck,truck,truck,1.0,1.0,1.0
[Name] went to a meeting with the construction worker LocatedNear [GEN],truck,truck,truck,1.0,1.0,1.0
[Name] went to a meeting with the construction worker LocationOfAction [GEN],truck,truck,truck,1.0,1.0,1.0
[Name] went to a meeting with the construction worker MadeOf [GEN],truck,to work hard,truck,0.257,1.0,0.257
[Name] went to a meeting with the construction worker MadeUpOf [GEN],worker,worker,worker,1.0,1.0,1.0
[Name] went to a meeting with the construction worker MotivatedByGoal [GEN],truck,truck,truck,1.0,1.0,1.0
[Name] went to a meeting with the construction worker NotCapableOf [GEN],truck,work,truck,0.364,1.0,0.364
[Name] went to a meeting with the construction worker NotDesires [GEN],truck,truck,truck,1.0,1.0,1.0
[Name] went to a meeting with the construction worker NotHasA [GEN],truck,truck,,1.0,0.252,0.252
[Name] went to a meeting with the construction worker NotHasProperty [GEN],work,truck,truck,0.364,0.364,1.0
[Name] went to a meeting with the construction worker NotIsA [GEN],truck,truck,truck,1.0,1.0,1.0
[Name] went to a meeting with the construction worker NotMadeOf [GEN],truck,truck,,1.0,0.252,0.252
[Name] went to a meeting with the construction worker ObjectUse [GEN],get information,talk to,talk to,0.256,0.256,1.0
[Name] went to a meeting with the construction worker PartOf [GEN],work,truck,truck,0.364,0.364,1.0
[Name] went to a meeting with the construction worker ReceivesAction [GEN],truck,truck,truck,1.0,1.0,1.0
[Name] went to a meeting with the construction worker RelatedTo [GEN],truck,truck,,1.0,0.252,0.252
[Name] went to a meeting with the construction worker SymbolOf [GEN],truck,truck,,1.0,0.252,0.252
[Name] went to a meeting with the construction worker UsedFor [GEN],work,work,meeting,1.0,0.39,0.39
[Name] went to a meeting with the construction worker isAfter [GEN],Natalie went to a meeting with the construction worker,PersonX drives to the construction site,PersonX drives to work,0.325,0.219,0.788
[Name] went to a meeting with the construction worker isBefore [GEN],Natalie went to a meeting with the construction worker,PersonX asks the worker questions,PersonX asks the worker questions,0.353,0.353,1.0
[Name] went to a meeting with the construction worker isFilledBy [GEN],building,building,building,1.0,1.0,1.0
[Name] went to a meeting with the construction worker oEffect [GEN],meets new people,tired,meets new people,0.161,1.0,0.161
[Name] went to a meeting with the construction worker oReact [GEN],happy,happy,happy,1.0,1.0,1.0
[Name] went to a meeting with the construction worker oWant [GEN],to get paid,to go home,to get paid,0.522,1.0,0.522
[Name] went to a meeting with the construction worker xAttr [GEN],interested,responsible,responsible,0.172,0.172,1.0
[Name] went to a meeting with the construction worker xEffect [GEN],learns new information,learns new information,learns new information,1.0,1.0,1.0
[Name] went to a meeting with the construction worker xIntent [GEN],to be helpful,to be helpful,to be helpful,1.0,1.0,1.0
[Name] went to a meeting with the construction worker xNeed [GEN],to drive to the building,get dressed,get dressed,0.182,0.182,1.0
[Name] went to a meeting with the construction worker xReact [GEN],happy,happy,happy,1.0,1.0,1.0
[Name] went to a meeting with the construction worker xReason [GEN],she needs a job,they need a job,the construction worker is sick,0.68,0.284,0.219
[Name] went to a meeting with the construction worker xWant [GEN],to go home,to go home,to ask questions,1.0,0.531,0.531
[Name] could not understand the attendant AtLocation [GEN],church,meeting,garage,0.385,0.426,0.297
[Name] could not understand the attendant CapableOf [GEN],understand,understand,understand,1.0,1.0,1.0
[Name] could not understand the attendant Causes [GEN],confused,confused,confused,1.0,1.0,1.0
[Name] could not understand the attendant CausesDesire [GEN],hear,understand,truck,0.53,0.221,0.23
[Name] could not understand the attendant CreatedBy [GEN],is confused,to understand,truck,0.489,0.266,0.254
[Name] could not understand the attendant DefinedAs [GEN],lack of understanding,to understand,truck,0.589,0.202,0.254
[Name] could not understand the attendant DesireOf [GEN],is confused,to understand,truck,0.489,0.266,0.254
[Name] could not understand the attendant Desires [GEN],to understand,to understand,understand,1.0,0.785,0.785
[Name] could not understand the attendant HasA [GEN],hear,to understand,truck,0.405,0.221,0.254
[Name] could not understand the attendant HasFirstSubevent [GEN],is confused,to understand,bad,0.489,0.301,0.309
[Name] could not understand the attendant HasLastSubevent [GEN],lack of understanding,to understand,understand,0.589,0.554,0.785
[Name] could not understand the attendant HasPainCharacter [GEN],is confused,to understand,truck,0.489,0.266,0.254
[Name] could not understand the attendant HasPainIntensity [GEN],hear,to understand,truck,0.405,0.221,0.254
[Name] could not understand the attendant HasPrerequisite [GEN],lack of understanding,to understand,understand,0.589,0.554,0.785
[Name] could not understand the attendant HasProperty [GEN],confused,confused,unaware,1.0,0.334,0.334
[Name] could not understand the attendant HasSubEvent [GEN],is confused,get confused,is confused,0.807,1.0,0.807
[Name] could not understand the attendant HasSubevent [GEN],locate,to understand,sage,0.282,0.249,0.189
[Name] could not understand the attendant HinderedBy [GEN],PersonX is too smart.,PersonX is too smart.,PersonX is too smart.,1.0,1.0,1.0
[Name] could not understand the attendant InheritsFrom [GEN],lack of understanding,to understand,truck,0.589,0.202,0.254
[Name] could not understand the attendant InstanceOf [GEN],is confused,to understand,truck,0.489,0.266,0.254
[Name] could not understand the attendant IsA [GEN],lack of understanding,to understand,truck,0.589,0.202,0.254
[Name] could not understand the attendant LocatedNear [GEN],locate,to understand,truck,0.282,0.286,0.254
[Name] could not understand the attendant LocationOfAction [GEN],is confused,to understand,understand,0.489,0.482,0.785
[Name] could not understand the attendant MadeOf [GEN],hear,to understand,truck,0.405,0.221,0.254
[Name] could not understand the attendant MadeUpOf [GEN],human,human,human,1.0,1.0,1.0
[Name] could not understand the attendant MotivatedByGoal [GEN],is confused,to understand,truck,0.489,0.266,0.254
[Name] could not understand the attendant NotCapableOf [GEN],is confused,to understand,truck,0.489,0.266,0.254
[Name] could not understand the attendant NotDesires [GEN],hear,to understand,sage,0.405,0.216,0.189
[Name] could not understand the attendant NotHasA [GEN],sad,to understand,sage,0.329,0.156,0.189
[Name] could not understand the attendant NotHasProperty [GEN],is confused,to understand,sage,0.489,0.153,0.189
[Name] could not understand the attendant NotIsA [GEN],is confused,to understand,truck,0.489,0.266,0.254
[Name] could not understand the attendant NotMadeOf [GEN],sad,to understand,truck,0.329,0.182,0.254
[Name] could not understand the attendant ObjectUse [GEN],understand,understand,understand,1.0,1.0,1.0
[Name] could not understand the attendant PartOf [GEN],truck,to understand,truck,0.254,1.0,0.254
[Name] could not understand the attendant ReceivesAction [GEN],is confused,to understand,truck,0.489,0.266,0.254
[Name] could not understand the attendant RelatedTo [GEN],to understand,to understand,understand,1.0,0.785,0.785
[Name] could not understand the attendant SymbolOf [GEN],is confused,to understand,sage,0.489,0.153,0.189
[Name] could not understand the attendant UsedFor [GEN],lack of understanding,to understand,sage,0.589,0.173,0.189
[Name] could not understand the attendant isAfter [GEN],PersonX asks a question,PersonX hears a story,PersonX asks a question,0.658,1.0,0.658
[Name] could not understand the attendant isBefore [GEN],PersonX asks for more information,PersonX asks for more information,PersonX asks for more information,1.0,1.0,1.0
[Name] could not understand the attendant isFilledBy [GEN],book,dog,dog,0.394,0.394,1.0
[Name] could not understand the attendant oEffect [GEN],is confused,gets yelled at,is asked questions,0.213,0.317,0.155
[Name] could not understand the attendant oReact [GEN],confused,confused,confused,1.0,1.0,1.0
[Name] could not understand the attendant oWant [GEN],to understand,to understand,to understand,1.0,1.0,1.0
[Name] could not understand the attendant xAttr [GEN],confused,confused,confused,1.0,1.0,1.0
[Name] could not understand the attendant xEffect [GEN],is confused,is confused,is confused,1.0,1.0,1.0
[Name] could not understand the attendant xIntent [GEN],to not understand,to understand,to not understand,0.812,1.0,0.812
[Name] could not understand the attendant xNeed [GEN],to not understand,to not understand,to not understand,1.0,1.0,1.0
[Name] could not understand the attendant xReact [GEN],confused,confused,confused,1.0,1.0,1.0
[Name] could not understand the attendant xReason [GEN],he is not sure,he does not understand,person x is confused,0.511,0.291,0.352
[Name] could not understand the attendant xWant [GEN],to understand,to understand,to understand,1.0,1.0,1.0
[Name] made a wood lion for the accountant AtLocation [GEN],accountants office,accountants office,accountants office,1.0,1.0,1.0
[Name] made a wood lion for the accountant CapableOf [GEN],lie,count money,count money,0.183,0.183,1.0
[Name] made a wood lion for the accountant Causes [GEN],money,money,money,1.0,1.0,1.0
[Name] made a wood lion for the accountant CausesDesire [GEN],accountants,accountants,accountant,1.0,0.943,0.943
[Name] made a wood lion for the accountant CreatedBy [GEN],accountants,accountants,accountant,1.0,0.943,0.943
[Name] made a wood lion for the accountant DefinedAs [GEN],accountants,accountants,accountant,1.0,0.943,0.943
[Name] made a wood lion for the accountant DesireOf [GEN],accountants,accountants,accountant,1.0,0.943,0.943
[Name] made a wood lion for the accountant Desires [GEN],money,money,money,1.0,1.0,1.0
[Name] made a wood lion for the accountant HasA [GEN],accountants,accountants,accountant,1.0,0.943,0.943
[Name] made a wood lion for the accountant HasFirstSubevent [GEN],accountants,accountants,accountant,1.0,0.943,0.943
[Name] made a wood lion for the accountant HasLastSubevent [GEN],accountants,accountants,accountant,1.0,0.943,0.943
[Name] made a wood lion for the accountant HasPainCharacter [GEN],accountants,accountants,accountant,1.0,0.943,0.943
[Name] made a wood lion for the accountant HasPainIntensity [GEN],accountants,accountants,accountant,1.0,0.943,0.943
[Name] made a wood lion for the accountant HasPrerequisite [GEN],accountants,accountants,accountant,1.0,0.943,0.943
[Name] made a wood lion for the accountant HasProperty [GEN],short for accountant,rich,kids,0.218,0.14,0.394
[Name] made a wood lion for the accountant HasSubEvent [GEN],gets fired,gets fired,get paid,1.0,0.487,0.487
[Name] made a wood lion for the accountant HasSubevent [GEN],accountants,accountants,accountants,1.0,1.0,1.0
[Name] made a wood lion for the accountant HinderedBy [GEN],Laura made a wood lion for the accountant,PersonX doesn't have the skills.,Rowan made a wood lion for the accountant,0.079,0.734,0.047
[Name] made a wood lion for the accountant InheritsFrom [GEN],accountants,accountants,accountant,1.0,0.943,0.943
[Name] made a wood lion for the accountant InstanceOf [GEN],accountants,accountants,accountant,1.0,0.943,0.943
[Name] made a wood lion for the accountant IsA [GEN],accountants,accountants,accountant,1.0,0.943,0.943
[Name] made a wood lion for the accountant LocatedNear [GEN],accountants,accountants,accountant,1.0,0.943,0.943
[Name] made a wood lion for the accountant LocationOfAction [GEN],accountants,accountants,accountant,1.0,0.943,0.943
[Name] made a wood lion for the accountant MadeOf [GEN],accountants,accountants,accountant,1.0,0.943,0.943
[Name] made a wood lion for the accountant MadeUpOf [GEN],wood,wood,wood,1.0,1.0,1.0
[Name] made a wood lion for the accountant MotivatedByGoal [GEN],accountants,accountants,accountant,1.0,0.943,0.943
[Name] made a wood lion for the accountant NotCapableOf [GEN],accountants,money,accountant,0.316,0.943,0.301
[Name] made a wood lion for the accountant NotDesires [GEN],accountants,accountants,accountant,1.0,0.943,0.943
[Name] made a wood lion for the accountant NotHasA [GEN],accountants,accountants,accountant,1.0,0.943,0.943
[Name] made a wood lion for the accountant NotHasProperty [GEN],accountants,accountants,accountant,1.0,0.943,0.943
[Name] made a wood lion for the accountant NotIsA [GEN],accountants,accountants,accountant,1.0,0.943,0.943
[Name] made a wood lion for the accountant NotMadeOf [GEN],accountants,accountants,accountant,1.0,0.943,0.943
[Name] made a wood lion for the accountant ObjectUse [GEN],make money,make money,make money,1.0,1.0,1.0
[Name] made a wood lion for the accountant PartOf [GEN],accountants,accountants,accountant,1.0,0.943,0.943
[Name] made a wood lion for the accountant ReceivesAction [GEN],money,accountants,accountants,0.316,0.316,1.0
[Name] made a wood lion for the accountant RelatedTo [GEN],money,accountants,accountant,0.316,0.301,0.943
[Name] made a wood lion for the accountant SymbolOf [GEN],accountants,accountants,accountant,1.0,0.943,0.943
[Name] made a wood lion for the accountant UsedFor [GEN],accountants,accountants,accountant,1.0,0.943,0.943
[Name] made a wood lion for the accountant isAfter [GEN],PersonX makes a plan,PersonX makes a plan,PersonX makes a plan,1.0,1.0,1.0
[Name] made a wood lion for the accountant isBefore [GEN],PersonX gets fired,PersonX gets fired,PersonX sells the wood,1.0,0.466,0.466
[Name] made a wood lion for the accountant isFilledBy [GEN],tree,tree,wood,1.0,0.604,0.604
